# STATION: 011HI
# STATION NAME: Lyon
# LATITUDE: 21.33300
# LONGITUDE: -157.80250
# ELEVATION [ft]: 495.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Celsius,Millimeters,%,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
011HI,2024-01-16T07:10:00Z,99100.0,20.272,96.9,0.041,0.1,0.391,0.0,,0.0,50.4,49.0,56.1,12.57,-15.46,-1.33,-14.13,0.24,403.72,417.85,,N,,19.76,100892.74,100853.05,
011HI,2024-01-16T07:15:00Z,99100.0,20.25,97.3,0.0,,0.098,0.0,,0.0,50.4,49.0,56.0,12.57,-11.59,-1.14,-10.45,0.37,407.71,418.16,,,,19.81,100892.74,100853.18,
011HI,2024-01-16T07:20:00Z,99100.0,20.25,97.5,0.015,0.07,0.195,0.0,,0.0,50.4,49.0,56.1,12.57,-11.66,-1.17,-10.49,0.6,407.69,418.18,,N,,19.84,100892.74,100853.18,
011HI,2024-01-16T07:25:00Z,99100.0,20.272,97.7,0.005,1.05,0.129,0.0,,0.0,50.4,49.0,56.1,12.57,-8.45,-0.79,-7.66,0.42,410.75,418.41,,N,,19.89,100892.74,100853.04,
011HI,2024-01-16T07:30:00Z,99110.0,20.25,97.6,0.0,,0.0,0.0,,0.0,50.4,49.0,56.1,12.56,-21.3,-1.56,-19.74,0.69,398.08,417.82,,,,19.86,100902.92,100863.35,
011HI,2024-01-16T07:35:00Z,99110.0,20.25,97.8,0.0,,0.0,0.0,,0.0,50.4,49.0,56.1,12.56,-19.65,-1.89,-17.76,0.49,399.49,417.25,,,,19.89,100902.92,100863.35,
011HI,2024-01-16T07:40:00Z,99100.0,20.25,98.2,0.026,0.12,0.329,0.0,,0.0,50.4,49.0,56.1,12.56,-10.9,-1.35,-9.55,0.38,407.98,417.54,,N,,19.95,100892.74,100853.18,
011HI,2024-01-16T07:45:00Z,99100.0,20.25,98.3,0.031,2.52,0.293,0.0,,0.0,50.4,49.0,56.1,12.56,-15.21,-0.99,-14.22,0.66,403.63,417.85,,N,,19.97,100892.74,100853.18,
011HI,2024-01-16T07:50:00Z,99100.0,20.239,98.1,0.057,0.92,0.293,0.0,,0.0,50.4,49.0,56.0,12.56,-17.73,-1.54,-16.19,0.74,401.31,417.5,,N,,19.93,100892.74,100853.24,
011HI,2024-01-16T07:55:00Z,99100.0,20.289,98.1,0.103,8.66,0.525,0.0,,0.0,50.4,49.0,56.0,12.56,-21.36,-1.13,-20.23,0.79,397.28,417.51,,N,,19.98,100892.74,100852.94,
011HI,2024-01-16T08:00:00Z,99100.0,20.3,98.0,0.118,32.47,0.489,0.0,,0.0,50.4,49.0,56.1,12.55,-31.15,-2.22,-28.93,0.63,387.65,416.58,,NNE,,19.97,100892.74,100852.88,
011HI,2024-01-16T08:05:00Z,99100.0,20.3,97.8,0.057,16.78,0.293,0.0,,0.0,50.4,49.0,56.1,12.55,-28.79,-2.4,-26.39,0.69,389.67,416.06,,NNE,,19.94,100892.74,100852.88,
011HI,2024-01-16T08:10:00Z,99100.0,20.272,98.0,0.103,22.22,0.427,0.0,,0.0,50.4,49.0,56.1,12.55,-32.67,-2.37,-30.29,0.59,385.69,415.98,,NNE,,19.94,100892.74,100853.04,
011HI,2024-01-16T08:15:00Z,99090.0,20.239,98.1,0.247,26.67,0.751,0.0,,0.0,50.4,49.0,56.0,12.55,-42.89,-3.02,-39.87,0.65,375.21,415.08,,NNE,,19.93,100882.56,100843.07,
011HI,2024-01-16T08:20:00Z,99080.0,20.222,97.3,0.036,25.86,0.391,0.0,,0.0,50.4,49.0,56.0,12.55,-34.85,-2.41,-32.44,1.24,383.13,415.58,,NNE,,19.78,100872.38,100832.99,
011HI,2024-01-16T08:25:00Z,99080.0,20.322,95.8,0.077,29.13,0.458,0.0,,0.0,50.4,49.0,56.0,12.55,-23.13,-1.84,-21.29,1.46,395.18,416.47,,NNE,,19.63,100872.38,100832.39,
011HI,2024-01-16T08:30:00Z,99080.0,20.4,95.0,0.057,29.7,0.36,0.0,,0.0,50.4,49.0,56.0,12.55,-20.23,-1.45,-18.77,1.17,398.04,416.81,,NNE,,19.57,100872.38,100831.93,
011HI,2024-01-16T08:35:00Z,99080.0,20.511,94.2,0.123,27.02,1.111,0.0,,0.0,50.4,49.0,56.1,12.54,-18.58,-1.55,-17.03,1.29,400.13,417.16,,NNE,,19.54,100872.38,100831.26,
011HI,2024-01-16T08:40:00Z,99080.0,20.661,93.1,0.165,28.55,0.818,0.51,,0.0,50.4,49.0,56.0,12.54,-6.49,-0.69,-5.8,1.2,412.72,418.52,,NNE,,19.5,100872.38,100830.36,
011HI,2024-01-16T08:45:00Z,99080.0,20.8,92.3,0.231,14.43,0.782,0.63,,0.0,50.4,49.0,56.0,12.54,-3.71,-0.29,-3.42,0.92,415.53,418.95,,NNE,,19.5,100872.38,100829.53,
011HI,2024-01-16T08:50:00Z,99070.0,20.8,92.5,0.226,33.11,0.88,0.0,,0.0,50.4,49.0,56.0,12.54,-9.52,-0.72,-8.79,0.64,410.16,418.95,,NNE,,19.53,100862.2,100819.35,
011HI,2024-01-16T08:55:00Z,99080.0,20.811,93.1,0.149,31.06,0.88,0.0,,0.0,50.4,49.0,56.0,12.54,-11.21,-0.95,-10.26,0.2,408.22,418.49,,NNE,,19.65,100872.38,100829.46,
011HI,2024-01-16T09:00:00Z,99070.0,20.722,94.1,0.108,8.44,0.622,0.0,,0.0,50.4,49.0,56.0,12.54,-6.38,-0.75,-5.63,0.0,412.76,418.39,,N,,19.73,100862.2,100819.81,
011HI,2024-01-16T09:05:00Z,99070.0,20.6,95.1,0.051,5.86,0.391,0.0,,0.0,50.4,49.0,56.0,12.53,-6.05,-0.53,-5.52,0.0,412.92,418.44,,N,,19.78,100862.2,100820.54,
011HI,2024-01-16T09:10:00Z,99070.0,20.478,95.9,0.129,16.2,0.977,0.0,,0.0,50.4,49.0,56.0,12.53,-7.67,-0.56,-7.11,0.0,411.18,418.29,,NNE,,19.8,100862.2,100821.28,
011HI,2024-01-16T09:15:00Z,99070.0,20.461,96.3,0.159,15.65,1.044,0.0,,0.0,50.4,49.0,56.0,12.54,-17.66,-1.2,-16.46,0.01,401.12,417.58,,NNE,,19.85,100862.2,100821.38,
011HI,2024-01-16T09:20:00Z,99070.0,20.411,97.1,0.165,23.56,0.622,0.0,,0.0,50.4,49.0,56.0,12.53,-9.84,-1.05,-8.78,0.06,408.98,417.76,,NNE,,19.93,100862.2,100821.68,
011HI,2024-01-16T09:25:00Z,99080.0,20.389,97.4,0.211,16.5,1.013,0.0,,0.0,50.4,49.0,56.0,12.54,-5.95,-0.46,-5.49,0.34,412.88,418.37,,NNE,,19.96,100872.38,100831.99,
011HI,2024-01-16T09:30:00Z,99070.0,20.428,97.0,0.17,13.6,0.916,0.09,,0.0,50.4,49.0,56.0,12.53,-4.97,-0.33,-4.64,0.42,414.04,418.68,,NNE,,19.93,100862.2,100821.58,
011HI,2024-01-16T09:35:00Z,99080.0,20.489,96.4,0.129,15.25,0.751,0.17,,0.0,50.4,49.0,56.0,12.52,-6.62,-0.4,-6.22,0.57,412.71,418.93,,NNE,,19.89,100872.38,100831.39,
011HI,2024-01-16T09:40:00Z,99080.0,20.539,96.1,0.278,29.56,0.72,0.0,,0.0,50.3,49.0,56.0,12.53,-6.03,-0.89,-5.13,0.42,413.79,418.92,,NNE,,19.89,100872.38,100831.09,
011HI,2024-01-16T09:45:00Z,99080.0,20.622,95.3,0.129,20.96,0.653,0.0,,0.0,50.4,49.0,56.0,12.53,-7.12,-0.84,-6.28,0.72,413.06,419.34,,NNE,,19.84,100872.38,100830.59,
011HI,2024-01-16T09:50:00Z,99080.0,20.672,95.3,0.123,13.59,0.489,0.0,,0.0,50.4,49.0,56.0,12.52,-10.05,-0.9,-9.15,0.28,409.83,418.98,,NNE,,19.89,100872.38,100830.29,
011HI,2024-01-16T09:55:00Z,99080.0,20.65,95.4,0.108,6.68,0.684,0.0,,0.0,50.3,49.0,56.0,12.52,-19.53,-1.44,-18.08,0.17,399.92,,,N,,19.88,100872.38,100830.42,
