# STATION: 002HI
# STATION NAME: Park HQ
# LATITUDE: 20.75980
# LONGITUDE: -156.24820
# ELEVATION [ft]: 6936.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Celsius,Millimeters,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
002HI,2024-01-15T10:05:00Z,78950.0,12.572,28.94,1.713,214.0,3.627,0.0,9.933,0.0,40.4,66.5,12.5,-111.16,-6.86,-104.31,0.97,247.65,351.96,,SW,,-5.13,102082.8,101053.41,
002HI,2024-01-15T10:10:00Z,78950.0,12.4,29.35,1.898,207.0,2.84,0.0,9.922,0.0,40.4,66.5,12.5,-111.44,-6.69,-104.74,1.07,247.42,352.17,,SSW,,-5.1,102082.8,101068.09,
002HI,2024-01-15T10:15:00Z,78950.0,12.372,28.94,2.083,201.0,3.298,0.0,9.922,0.0,40.4,66.4,12.5,-111.16,-6.48,-104.68,1.3,247.59,352.27,,SSW,,-5.31,102082.8,101070.49,
002HI,2024-01-15T10:20:00Z,78950.0,12.55,28.39,2.135,208.8,3.987,0.0,9.906,0.0,40.4,66.4,12.5,-111.17,-6.49,-104.68,1.55,247.9,352.57,,SSW,,-5.41,102082.8,101055.3,
002HI,2024-01-15T10:25:00Z,78940.0,12.661,28.14,2.197,208.4,3.658,0.0,9.883,0.0,40.4,66.4,12.4,-112.0,-6.67,-105.33,1.79,248.03,353.35,,SSW,,-5.43,102069.87,101033.05,
002HI,2024-01-15T10:30:00Z,78940.0,13.011,27.63,2.66,211.1,4.085,0.0,9.856,0.0,40.4,66.4,12.4,-113.21,-6.66,-106.55,2.13,248.27,354.81,,SSW,,-5.36,102069.87,101003.27,
002HI,2024-01-15T10:35:00Z,78930.0,13.178,27.62,2.372,209.4,5.098,0.0,9.822,0.0,40.4,66.3,12.4,-113.88,-6.69,-107.19,1.93,248.25,355.44,,SSW,,-5.22,102056.94,100976.29,
002HI,2024-01-15T10:40:00Z,78930.0,12.928,28.65,1.924,209.9,3.529,0.0,9.794,0.0,40.4,66.3,12.4,-113.0,-6.84,-106.15,1.12,247.85,354.0,,SSW,,-4.96,102056.94,100997.51,
002HI,2024-01-15T10:45:00Z,78930.0,12.572,29.44,2.15,215.4,3.951,0.0,9.783,0.0,40.4,66.3,12.49,-113.01,-6.77,-106.24,0.88,247.14,353.37,,SW,,-4.91,102056.94,101027.8,
002HI,2024-01-15T10:50:00Z,78930.0,12.328,30.18,2.094,208.4,3.56,0.0,9.778,0.0,40.4,66.3,12.48,-112.27,-6.63,-105.64,0.7,246.76,352.4,,SSW,,-4.79,102056.94,101048.61,
002HI,2024-01-15T10:55:00Z,78930.0,12.1,30.96,2.058,211.6,3.462,0.0,9.772,0.0,40.4,66.3,12.49,-112.14,-6.73,-105.41,0.8,246.41,351.82,,SSW,,-4.65,102056.94,101068.09,
002HI,2024-01-15T11:00:00Z,78920.0,11.911,31.51,2.202,210.7,3.791,0.0,9.767,0.0,40.4,66.3,12.48,-112.03,-6.62,-105.42,0.89,246.3,351.72,,SSW,,-4.59,102044.01,101071.46,
002HI,2024-01-15T11:05:00Z,78920.0,11.972,31.46,2.135,210.1,3.689,0.0,9.756,0.0,40.3,66.3,12.48,-112.32,-6.66,-105.66,1.26,245.9,351.56,,SSW,,-4.55,102044.01,101066.24,
002HI,2024-01-15T11:10:00Z,78920.0,11.972,31.35,2.15,206.9,3.236,0.0,9.733,0.0,40.3,66.2,12.48,-112.25,-6.61,-105.64,1.25,245.62,351.25,,SSW,,-4.6,102044.01,101066.24,
002HI,2024-01-15T11:15:00Z,78910.0,11.9,31.81,2.125,212.3,3.889,0.0,9.722,0.0,40.3,66.2,12.48,-112.27,-6.68,-105.59,1.24,245.31,350.9,,SSW,,-4.47,102031.08,101059.59,
002HI,2024-01-15T11:20:00Z,78910.0,11.772,32.17,2.083,207.6,3.791,0.0,9.706,0.0,40.3,66.2,12.48,-112.68,-6.71,-105.97,1.21,244.77,350.73,,SSW,,-4.43,102031.08,101070.56,
002HI,2024-01-15T11:25:00Z,78900.0,11.728,32.22,2.212,203.0,4.049,0.0,9.694,0.0,40.3,66.2,12.48,-112.39,-6.6,-105.79,1.27,244.97,350.76,,SSW,,-4.45,102018.15,101061.52,
002HI,2024-01-15T11:30:00Z,78900.0,11.889,31.9,2.264,211.3,4.116,0.0,9.672,0.0,40.3,66.2,12.47,-112.86,-6.68,-106.18,1.58,244.84,351.02,,SSW,,-4.44,102018.15,101047.72,
002HI,2024-01-15T11:35:00Z,78900.0,11.761,32.22,2.13,211.3,3.529,0.0,9.65,0.0,40.3,66.2,12.47,-112.23,-6.7,-105.53,1.3,244.93,350.46,,SSW,,-4.42,102018.15,101058.69,
002HI,2024-01-15T11:40:00Z,78900.0,11.728,31.8,2.042,204.5,3.102,0.0,9.633,0.0,40.3,66.2,12.47,-112.14,-6.55,-105.58,1.36,244.73,350.31,,SSW,,-4.62,102018.15,101061.53,
002HI,2024-01-15T11:45:00Z,78900.0,11.7,31.86,2.233,206.1,3.987,0.0,9.611,0.0,40.3,66.2,12.47,-112.65,-6.7,-105.95,1.35,244.48,350.43,,SSW,,-4.62,102018.15,101063.93,
002HI,2024-01-15T11:50:00Z,78890.0,11.739,31.81,2.192,204.4,3.627,0.0,9.594,0.0,40.3,66.2,12.47,-112.54,-6.57,-105.97,1.32,244.22,350.2,,SSW,,-4.61,102005.22,101047.78,
002HI,2024-01-15T11:55:00Z,78890.0,11.578,32.13,2.222,204.2,3.987,0.0,9.578,0.0,40.3,66.2,12.47,-112.36,-6.54,-105.82,1.2,244.16,349.98,,SSW,,-4.62,102005.22,101061.59,
002HI,2024-01-15T12:00:00Z,78880.0,11.589,32.22,2.068,208.7,3.591,0.0,9.556,0.0,40.3,66.2,12.46,-112.28,-6.61,-105.66,1.25,243.99,349.65,,SSW,,-4.57,101992.29,101047.83,
002HI,2024-01-15T12:05:00Z,78890.0,11.472,32.45,1.991,210.3,3.236,0.0,9.539,0.0,40.3,66.2,12.46,-111.98,-6.58,-105.4,1.09,243.83,349.23,,SSW,,-4.58,102005.22,101070.69,
002HI,2024-01-15T12:10:00Z,78890.0,11.122,33.67,1.62,202.9,3.334,0.0,9.522,0.0,40.2,66.1,12.47,-110.51,-6.53,-103.97,0.67,243.65,347.63,,SSW,,-4.4,102005.22,101100.79,
002HI,2024-01-15T12:15:00Z,78880.0,10.811,36.05,1.713,203.1,2.644,0.0,9.522,0.0,40.2,66.2,12.47,-110.23,-6.66,-103.57,0.66,243.21,346.78,,SSW,,-3.76,101992.29,101114.76,
002HI,2024-01-15T12:20:00Z,78880.0,10.489,37.42,1.533,201.9,2.742,0.0,9.517,0.0,40.2,66.1,12.46,-109.13,-6.5,-102.63,0.54,242.9,345.53,,SSW,,-3.55,101992.29,101142.58,
002HI,2024-01-15T12:25:00Z,78870.0,10.45,37.18,1.867,204.7,3.395,0.0,9.511,0.0,40.2,66.1,12.46,-109.11,-6.41,-102.7,1.11,243.19,345.89,,SSW,,-3.67,101979.36,101133.14,
002HI,2024-01-15T12:30:00Z,78870.0,10.628,36.39,1.775,207.2,3.462,0.0,9.494,0.0,40.2,66.1,12.46,-109.35,-6.5,-102.85,1.43,243.05,345.9,,SSW,,-3.8,101979.36,101117.75,
002HI,2024-01-15T12:35:00Z,78860.0,10.761,35.89,1.914,204.9,2.973,0.0,9.467,0.0,40.2,66.1,12.46,-109.87,-6.56,-103.31,1.78,242.84,346.15,,SSW,,-3.87,101966.43,101093.44,
002HI,2024-01-15T12:40:00Z,78850.0,10.761,36.03,1.991,207.0,3.004,0.0,9.444,0.0,40.2,66.1,12.45,-109.71,-6.54,-103.18,1.63,243.06,346.24,,SSW,,-3.82,101953.5,101080.62,
002HI,2024-01-15T12:45:00Z,78850.0,10.95,35.49,2.022,211.5,3.395,0.0,9.417,0.0,40.2,66.1,12.46,-110.21,-6.6,-103.6,1.85,243.15,346.75,,SSW,,-3.85,101953.5,101064.32,
002HI,2024-01-15T12:50:00Z,78850.0,11.061,34.08,2.202,204.7,3.755,0.0,9.378,0.0,40.2,66.1,12.46,-110.69,-6.54,-104.15,1.93,243.41,347.56,,SSW,,-4.29,101953.5,101054.77,
002HI,2024-01-15T12:55:00Z,78850.0,11.372,33.26,2.33,206.8,4.213,0.0,9.344,0.0,40.2,66.1,12.46,-111.67,-6.57,-105.11,2.16,243.55,348.65,,SSW,,-4.34,101953.5,101028.02,
002HI,2024-01-15T13:00:00Z,78840.0,11.489,33.35,2.305,203.8,3.658,0.0,9.311,0.0,40.2,66.1,12.45,-112.02,-6.46,-105.57,1.81,243.51,349.08,,SSW,,-4.2,101940.57,101005.15,
002HI,2024-01-15T13:05:00Z,78840.0,11.461,33.04,2.32,208.1,3.951,0.0,9.289,0.0,40.2,66.1,12.45,-112.06,-6.58,-105.48,1.63,243.6,349.07,,SSW,,-4.35,101940.57,101007.56,
002HI,2024-01-15T13:10:00Z,78840.0,11.789,31.37,2.361,210.4,3.951,0.0,9.261,0.0,40.2,66.1,12.45,-112.52,-6.69,-105.83,2.03,243.86,349.69,,SSW,,-4.75,101940.57,100979.46,
002HI,2024-01-15T13:15:00Z,78840.0,11.861,31.31,2.207,212.2,3.395,0.0,9.233,0.0,40.2,66.1,12.45,-112.09,-6.66,-105.44,1.69,244.18,349.62,,SSW,,-4.71,101940.57,100973.29,
002HI,2024-01-15T13:20:00Z,78850.0,11.722,31.91,2.13,212.7,3.951,0.0,9.217,0.0,40.2,66.1,12.36,-111.67,-6.67,-105.01,1.37,244.19,349.19,,SSW,,-4.58,101953.5,100998.0,
002HI,2024-01-15T13:25:00Z,78850.0,11.472,33.12,1.888,209.3,3.004,0.0,9.206,0.0,40.1,66.1,12.36,-111.12,-6.71,-104.41,1.0,243.92,348.34,,SSW,,-4.31,101953.5,101019.43,
002HI,2024-01-15T13:30:00Z,78840.0,11.278,33.51,2.202,202.0,3.298,0.0,9.2,0.0,40.1,66.1,12.36,-111.28,-6.39,-104.88,0.88,243.32,348.2,,SSW,,-4.33,101940.57,101023.29,
002HI,2024-01-15T13:35:00Z,78840.0,11.139,33.72,2.325,200.9,4.146,0.0,9.189,0.0,40.1,66.1,12.36,-111.44,-6.29,-105.15,1.02,243.07,348.22,,SSW,,-4.37,101940.57,101035.25,
002HI,2024-01-15T13:40:00Z,78840.0,11.378,33.09,2.49,203.6,4.146,0.0,9.178,0.0,40.1,66.1,12.36,-111.91,-6.39,-105.52,1.45,243.4,348.92,,SSW,,-4.4,101940.57,101014.7,
002HI,2024-01-15T13:45:00Z,78850.0,11.422,32.7,2.469,209.9,4.146,0.0,9.156,0.0,40.1,66.1,12.44,-112.08,-6.44,-105.64,1.35,243.24,348.88,,SSW,,-4.52,101953.5,101023.73,
002HI,2024-01-15T13:50:00Z,78850.0,11.222,33.21,2.032,210.7,3.658,0.0,9.139,0.0,40.1,66.0,12.44,-111.22,-6.59,-104.63,1.05,243.39,348.02,,SSW,,-4.49,101953.5,101040.93,
002HI,2024-01-15T13:55:00Z,78850.0,11.25,32.95,2.166,202.8,3.462,0.0,9.128,0.0,40.1,66.0,12.44,-111.02,-6.4,-104.62,1.19,243.28,347.9,,SSW,,-4.57,101953.5,101038.52,
002HI,2024-01-15T14:00:00Z,78850.0,11.039,33.5,2.294,202.1,3.853,0.0,9.117,0.0,40.1,66.0,12.45,-111.3,-6.36,-104.95,1.06,242.76,347.71,,SSW,,-4.54,101953.5,101056.68,
002HI,2024-01-15T14:05:00Z,78850.0,11.1,32.84,2.228,195.9,3.755,0.0,9.106,0.0,40.1,66.0,12.44,-110.98,-6.38,-104.61,1.11,242.66,347.27,,SSW,,-4.75,101953.5,101051.44,
002HI,2024-01-15T14:10:00Z,78860.0,11.0,32.6,2.372,208.1,4.378,0.0,9.094,0.0,40.1,66.0,12.44,-111.23,-6.44,-104.8,1.19,242.51,347.3,,SSW,,-4.94,101966.43,101072.88,
002HI,2024-01-15T14:15:00Z,78860.0,11.261,31.83,2.156,206.9,3.791,0.0,9.078,0.0,40.1,66.0,12.44,-111.98,-6.67,-105.31,1.67,242.36,347.67,,SSW,,-5.02,101966.43,101050.41,
002HI,2024-01-15T14:20:00Z,78860.0,11.339,31.35,2.5,207.4,3.689,0.0,9.056,0.0,40.1,66.0,12.44,-112.67,-6.48,-106.19,1.68,241.99,348.18,,SSW,,-5.16,101966.43,101043.71,
002HI,2024-01-15T14:25:00Z,78850.0,11.472,30.98,2.135,201.0,3.334,0.0,9.033,0.0,40.1,66.0,12.44,-113.06,-6.65,-106.41,1.59,241.45,347.86,,SSW,,-5.2,101953.5,101019.47,
002HI,2024-01-15T14:30:00Z,78860.0,11.011,32.29,1.837,200.1,2.711,0.0,9.022,0.0,40.1,66.0,12.44,-111.48,-6.63,-104.85,0.67,241.33,346.18,,SSW,,-5.05,101966.43,101071.94,
002HI,2024-01-15T14:35:00Z,78860.0,10.811,32.59,2.099,198.9,3.395,0.0,9.017,0.0,40.0,66.0,12.44,-112.21,-6.51,-105.7,0.86,240.43,346.13,,SSW,,-5.11,101966.43,101089.19,
002HI,2024-01-15T14:40:00Z,78860.0,10.911,32.33,2.047,196.6,3.071,0.0,9.011,0.0,40.0,66.0,12.44,-112.21,-6.39,-105.81,1.16,240.41,346.23,,SSW,,-5.13,101966.43,101080.56,
002HI,2024-01-15T14:45:00Z,78860.0,11.011,31.72,2.176,197.7,3.236,0.0,9.0,0.0,40.0,66.0,12.44,-112.06,-6.44,-105.62,1.4,240.61,346.23,,SSW,,-5.29,101966.43,101071.95,
002HI,2024-01-15T14:50:00Z,78860.0,11.011,31.48,2.156,194.5,3.267,0.0,8.983,0.0,40.0,66.0,12.44,-112.05,-6.42,-105.63,1.28,240.4,346.03,,SSW,,-5.39,101966.43,101071.95,
002HI,2024-01-15T14:55:00Z,78860.0,11.15,30.56,2.171,201.3,3.431,0.0,8.967,0.0,40.0,66.0,12.43,-112.14,-6.44,-105.7,1.54,240.69,346.4,,SSW,,-5.66,101966.43,101059.99,
002HI,2024-01-15T15:00:00Z,78860.0,11.3,29.5,2.047,207.8,3.853,0.0,8.944,0.0,40.0,66.0,12.44,-112.45,-6.61,-105.84,1.69,240.74,346.58,,SSW,,-5.99,101966.43,101047.1,
002HI,2024-01-15T15:05:00Z,78860.0,11.589,27.76,2.032,215.3,3.071,0.0,8.922,0.0,40.0,65.9,12.44,-113.0,-6.9,-106.11,2.04,240.73,346.83,,SW,,-6.53,101966.43,101022.3,
002HI,2024-01-15T15:10:00Z,78850.0,11.761,27.01,2.279,192.8,3.725,0.0,8.9,0.0,40.0,65.9,12.44,-112.99,-6.73,-106.25,1.94,241.19,347.45,,SSW,,-6.74,101953.5,100994.76,
002HI,2024-01-15T15:15:00Z,78850.0,11.8,26.56,2.485,198.6,4.507,0.0,8.878,0.0,40.0,65.9,12.44,-113.16,-6.39,-106.77,1.72,241.59,348.36,,SSW,,-6.93,101953.5,100991.42,
002HI,2024-01-15T15:20:00Z,78860.0,12.211,25.39,2.438,199.2,3.689,0.0,8.85,0.0,40.0,65.9,12.44,-114.52,-6.73,-107.79,2.06,241.33,349.12,,SSW,,-7.16,101966.43,100969.09,
002HI,2024-01-15T15:25:00Z,78860.0,12.25,24.94,2.86,202.1,5.685,0.0,8.822,0.0,40.0,65.9,12.43,-115.23,-6.53,-108.7,1.67,241.36,350.06,,SSW,,-7.35,101966.43,100965.77,
002HI,2024-01-15T15:30:00Z,78860.0,12.422,24.58,2.912,207.3,5.391,0.0,8.794,0.0,40.0,65.9,12.44,-115.89,-6.64,-109.25,1.63,241.52,350.78,,SSW,,-7.4,101966.43,100951.1,
002HI,2024-01-15T15:35:00Z,78860.0,12.622,24.07,2.685,203.2,5.062,0.0,8.772,0.0,40.0,65.9,12.44,-116.21,-6.67,-109.54,1.6,241.69,351.23,,SSW,,-7.5,101966.43,100934.07,
002HI,2024-01-15T15:40:00Z,78860.0,12.4,24.17,2.721,200.0,4.378,0.0,8.756,0.0,40.0,65.9,12.44,-115.39,-6.43,-108.96,0.91,242.03,350.99,,SSW,,-7.63,101966.43,100952.98,
002HI,2024-01-15T15:45:00Z,78860.0,12.35,24.16,2.644,196.7,3.889,0.0,8.744,0.0,39.9,65.9,12.44,-114.76,-6.44,-108.32,0.92,242.16,350.48,,SSW,,-7.68,101966.43,100957.25,
002HI,2024-01-15T15:50:00Z,78860.0,12.378,24.06,2.546,203.4,4.702,0.0,8.739,0.0,39.9,65.9,12.44,-114.99,-6.58,-108.41,1.1,242.05,350.46,,SSW,,-7.71,101966.43,100954.86,
002HI,2024-01-15T15:55:00Z,78860.0,12.328,24.07,2.557,200.6,3.987,0.0,8.728,0.0,39.9,65.9,12.44,-114.93,-6.52,-108.41,0.98,241.87,350.28,,SSW,,-7.75,101966.43,100959.13,
002HI,2024-01-15T16:00:00Z,78860.0,12.311,24.07,2.516,201.4,4.543,0.0,8.722,0.0,39.9,65.9,12.43,-115.11,-6.58,-108.53,1.16,241.95,350.49,,SSW,,-7.76,101966.43,100960.58,
002HI,2024-01-15T16:05:00Z,78860.0,12.439,23.83,2.541,197.7,4.213,0.0,8.717,0.0,39.9,65.9,12.44,-115.47,-6.64,-108.83,1.22,241.72,350.55,,SSW,,-7.78,101966.43,100949.67,
002HI,2024-01-15T16:10:00Z,78860.0,12.439,23.59,2.541,198.0,4.182,0.0,8.706,0.0,39.9,65.9,12.44,-115.08,-6.51,-108.57,1.12,241.74,350.31,,SSW,,-7.91,101966.43,100949.67,
002HI,2024-01-15T16:15:00Z,78870.0,12.439,23.65,2.423,195.8,3.987,0.0,8.7,0.0,39.9,65.9,12.44,-115.58,-6.54,-109.04,1.14,241.34,350.38,,SSW,,-7.88,101979.36,100962.47,
002HI,2024-01-15T16:20:00Z,78870.0,12.422,23.5,2.567,195.3,4.604,0.0,8.689,0.0,39.9,65.8,12.44,-115.94,-6.52,-109.42,1.14,241.06,350.47,,SSW,,-7.97,101979.36,100963.92,
002HI,2024-01-15T16:25:00Z,78880.0,12.478,23.33,2.588,199.1,4.378,0.0,8.678,0.0,39.9,65.8,12.34,-115.84,-6.59,-109.25,1.22,241.37,350.62,,SSW,,-8.02,101992.29,100971.95,
002HI,2024-01-15T16:30:00Z,78880.0,12.272,24.05,2.341,193.2,4.085,0.0,8.672,0.0,39.9,65.8,12.35,-115.22,-6.66,-108.55,0.76,241.08,349.63,,SSW,,-7.8,101992.29,100989.52,
002HI,2024-01-15T16:35:00Z,78880.0,12.15,23.69,2.217,195.0,4.085,0.0,8.667,0.0,39.9,65.8,12.34,-114.53,-6.52,-108.02,0.74,241.0,349.01,,SSW,,-8.1,101992.29,100999.95,
002HI,2024-01-15T16:40:00Z,78880.0,12.25,22.47,2.613,193.9,4.018,0.0,8.667,0.0,39.9,65.8,12.34,-115.21,-6.52,-108.69,1.22,241.03,349.72,,SSW,,-8.69,101992.29,100991.43,
002HI,2024-01-15T16:45:00Z,78880.0,12.228,21.65,2.33,189.4,3.92,0.0,8.656,0.0,39.9,65.8,12.44,-114.51,-6.37,-108.14,0.97,240.9,349.04,,S,,-9.19,101992.29,100993.33,
002HI,2024-01-15T16:50:00Z,78880.0,12.222,21.15,2.212,198.1,3.627,0.0,8.644,0.0,39.8,65.8,12.44,-113.86,-6.16,-107.69,1.06,241.08,348.78,,SSW,,-9.49,101992.29,100993.85,
002HI,2024-01-15T16:55:00Z,78880.0,12.272,20.23,2.366,196.5,3.529,0.0,8.639,0.0,39.8,65.8,12.44,-113.4,-5.49,-107.91,1.27,240.94,348.85,,SSW,,-10.01,101992.29,100989.6,
002HI,2024-01-15T17:00:00Z,78880.0,12.339,19.5,2.078,194.6,3.853,0.0,8.628,0.0,39.8,65.8,12.44,,-4.48,-107.62,1.39,240.86,348.48,,SSW,,-10.41,101992.29,100983.89,
002HI,2024-01-15T17:05:00Z,78880.0,12.278,19.35,2.366,192.9,4.085,0.0,8.617,0.0,39.8,65.8,12.43,-110.89,-2.43,-108.45,1.6,240.64,349.1,,SSW,,-10.56,101992.29,100989.11,
002HI,2024-01-15T17:10:00Z,78880.0,12.239,19.56,2.377,187.8,3.725,1.48,8.6,0.0,39.8,65.8,12.43,-107.85,-0.02,-107.84,1.5,240.82,348.66,,S,,-10.46,101992.29,100992.43,
002HI,2024-01-15T17:15:00Z,78880.0,11.989,18.68,2.202,187.1,3.267,4.03,8.594,0.0,39.8,65.8,12.44,-104.63,2.57,-107.2,1.46,240.81,348.01,,S,,-11.24,101992.29,101013.83,
002HI,2024-01-15T17:20:00Z,78890.0,12.139,17.34,2.444,191.9,4.018,7.47,8.583,0.0,39.8,65.8,12.44,-102.67,5.38,-108.05,2.09,240.6,348.65,,SSW,,-12.04,102005.22,101013.83,
002HI,2024-01-15T17:25:00Z,78890.0,12.35,16.76,2.351,190.7,4.049,10.32,8.567,0.0,39.8,65.8,12.44,-100.32,8.04,-108.36,2.28,240.53,348.89,,S,,-12.29,102005.22,100995.82,
002HI,2024-01-15T17:30:00Z,78890.0,12.45,16.4,2.366,198.0,4.249,12.89,8.55,0.0,39.8,65.7,12.44,-98.62,10.38,-109.0,2.51,240.24,349.25,,SSW,,-12.47,102005.22,100987.29,
002HI,2024-01-15T17:35:00Z,78900.0,12.561,16.73,2.233,191.5,3.791,15.44,8.533,0.0,39.8,65.7,12.44,-97.0,12.75,-109.75,2.69,240.04,349.8,,SSW,,-12.13,102018.15,100990.62,
002HI,2024-01-15T17:40:00Z,78900.0,12.511,16.89,2.336,196.4,3.689,17.57,8.517,0.0,39.8,65.7,12.43,-95.13,14.98,-110.11,2.59,239.85,349.96,,SSW,,-12.06,102018.15,100994.88,
002HI,2024-01-15T17:45:00Z,78910.0,12.572,16.4,2.48,190.5,3.889,19.96,8.5,0.0,39.8,65.6,12.44,-93.38,17.09,-110.47,2.87,239.9,350.37,,S,,-12.37,102031.08,101002.49,
002HI,2024-01-15T17:50:00Z,78910.0,12.578,16.7,2.33,190.6,4.378,21.75,8.489,0.0,39.8,65.6,12.44,-91.49,18.85,-110.35,2.9,240.26,350.61,,S,,-12.14,102031.08,101001.97,
002HI,2024-01-15T17:55:00Z,78910.0,12.25,17.17,2.428,189.3,3.56,23.25,8.478,0.0,39.8,65.6,12.44,-89.22,20.66,-109.88,2.59,240.18,350.06,,S,,-12.07,102031.08,101029.95,
002HI,2024-01-15T18:00:00Z,78910.0,12.422,17.16,2.474,187.8,4.507,25.46,8.472,0.0,39.7,65.6,12.44,-88.41,22.34,-110.75,3.12,239.81,350.56,,S,,-11.94,102031.08,101015.27,
002HI,2024-01-15T18:05:00Z,78910.0,12.561,16.6,2.474,188.0,3.92,27.19,8.467,0.0,39.7,65.6,12.45,-87.43,23.61,-111.04,3.58,239.88,350.91,,S,,-12.23,102031.08,101003.42,
002HI,2024-01-15T18:10:00Z,78920.0,12.661,15.3,2.125,190.8,3.529,104.06,8.456,0.0,39.7,65.6,12.47,-11.31,100.23,-111.55,3.83,239.0,350.55,,S,,-13.15,102044.01,101007.73,
002HI,2024-01-15T18:15:00Z,78920.0,13.25,14.37,2.068,195.9,3.822,245.18,8.45,0.0,39.7,65.6,12.47,127.65,240.68,-113.03,4.5,238.64,351.67,,SSW,,-13.44,102044.01,100957.69,
002HI,2024-01-15T18:20:00Z,78930.0,13.439,15.25,2.51,203.2,4.116,262.63,8.394,0.0,39.7,65.6,12.49,143.51,257.99,-114.47,4.64,238.53,353.01,,SSW,,-12.56,102056.94,100954.45,
002HI,2024-01-15T18:25:00Z,78930.0,13.622,15.58,2.346,196.5,3.951,284.28,8.328,0.0,39.7,65.6,12.5,163.3,278.89,-115.59,5.4,238.41,,,SSW,,-12.15,102056.94,100938.95,
002HI,2024-01-15T18:30:00Z,78920.0,13.711,15.35,2.5,198.5,4.573,303.14,8.283,0.0,39.7,65.6,12.5,180.62,296.86,-116.24,6.27,238.67,354.91,,SSW,,-12.26,102044.01,100918.65,
002HI,2024-01-15T18:35:00Z,78920.0,14.022,14.66,2.284,195.3,4.347,326.71,8.244,0.0,39.7,65.5,12.5,201.49,318.83,-117.35,7.88,238.76,356.11,,SSW,,-12.57,102044.01,100892.41,
002HI,2024-01-15T18:40:00Z,78920.0,14.128,13.77,2.557,204.7,5.16,347.29,8.206,0.0,39.7,65.6,12.51,220.08,338.24,-118.15,9.06,239.11,357.27,,SSW,,-13.25,102044.01,100883.5,
002HI,2024-01-15T18:45:00Z,78920.0,14.289,13.34,2.86,210.6,4.836,367.62,8.183,0.0,39.7,65.5,12.51,237.36,357.06,-119.7,10.56,239.04,358.74,,SSW,,-13.5,102044.01,100869.96,
002HI,2024-01-15T18:50:00Z,78930.0,14.339,13.36,2.269,212.2,3.987,387.37,8.161,0.0,39.7,65.5,12.51,255.59,375.7,-120.11,11.67,239.12,359.23,,SSW,,-13.45,102056.94,100878.54,
002HI,2024-01-15T18:55:00Z,78930.0,14.439,12.94,2.233,212.6,4.702,407.19,8.156,0.0,39.7,65.5,12.52,273.04,394.02,-120.97,13.17,239.32,360.29,,SSW,,-13.75,102056.94,100870.14,
002HI,2024-01-15T19:00:00Z,78930.0,14.578,12.83,2.109,213.8,4.671,426.67,8.144,0.0,39.7,65.5,12.52,289.67,411.73,-122.06,14.93,239.38,361.44,,SW,,-13.75,102056.94,100858.47,
002HI,2024-01-15T19:05:00Z,78930.0,14.661,13.64,2.222,227.1,4.378,446.06,8.133,0.0,39.6,65.5,12.53,306.92,429.79,-122.87,16.27,239.69,362.57,,SW,,-12.94,102056.94,100851.48,
002HI,2024-01-15T19:10:00Z,78940.0,14.839,13.96,2.274,226.7,4.573,465.8,8.122,0.0,39.6,65.5,12.54,323.34,447.78,-124.44,18.02,239.97,364.41,,SW,,-12.51,102069.87,100849.32,
002HI,2024-01-15T19:15:00Z,78940.0,15.028,14.21,2.212,236.0,4.867,484.61,8.111,0.0,39.6,65.5,12.54,339.62,465.11,-125.49,19.5,240.35,365.84,,SW,,-12.14,102069.87,100833.49,
002HI,2024-01-15T19:20:00Z,78940.0,15.178,14.36,2.557,236.9,4.085,503.12,8.1,0.0,39.6,65.5,12.55,355.23,481.89,-126.66,21.23,240.98,367.64,,WSW,,-11.89,102069.87,100820.94,
002HI,2024-01-15T19:25:00Z,78940.0,15.311,14.8,2.454,232.8,4.507,520.98,8.1,0.0,39.6,65.5,12.55,370.08,497.88,-127.8,23.1,241.29,369.09,,SW,,-11.41,102069.87,100809.82,
002HI,2024-01-15T19:30:00Z,78940.0,15.378,14.89,2.752,235.1,4.769,539.34,8.1,0.0,39.6,65.4,12.56,384.92,514.11,-129.18,25.23,241.44,370.62,,SW,,-11.28,102069.87,100804.22,
002HI,2024-01-15T19:35:00Z,78940.0,15.478,15.78,2.541,238.4,4.378,557.05,8.094,0.0,39.6,65.4,12.46,399.11,529.87,-130.76,27.18,241.47,372.23,,WSW,,-10.48,102069.87,100795.86,
002HI,2024-01-15T19:40:00Z,78950.0,15.6,15.44,2.649,237.6,4.311,574.55,8.1,0.0,39.6,65.4,12.47,413.5,545.65,-132.15,28.9,241.4,373.55,,WSW,,-10.65,102082.8,100798.47,
