# STATION: 002HI
# STATION NAME: Park HQ
# LATITUDE: 20.75980
# LONGITUDE: -156.24820
# ELEVATION [ft]: 6936.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Celsius,Millimeters,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
002HI,2024-01-16T06:55:00Z,78810.0,14.728,15.55,2.222,209.2,4.769,0.0,11.117,0.0,38.5,64.3,12.59,-128.18,-7.86,-120.31,1.22,241.28,361.59,,SSW,,-11.27,101901.78,100692.49,
002HI,2024-01-16T07:00:00Z,78810.0,14.522,16.06,1.399,208.5,3.236,0.0,11.089,0.0,38.5,64.3,12.59,-126.54,-8.25,-118.29,0.97,240.63,358.91,,SSW,,-11.04,101901.78,100709.74,
002HI,2024-01-16T07:05:00Z,78810.0,14.022,17.5,1.322,205.0,2.449,0.0,11.083,0.0,38.5,64.3,12.58,-123.92,-7.77,-116.15,0.43,240.71,356.87,,SSW,,-10.37,101901.78,100751.72,
002HI,2024-01-16T07:10:00Z,78810.0,13.639,19.4,1.255,203.7,2.351,0.0,11.078,0.0,38.5,64.2,12.58,-122.14,-7.89,-114.25,0.48,240.62,354.87,,SSW,,-9.39,101901.78,100783.97,
002HI,2024-01-16T07:15:00Z,78810.0,14.072,16.59,2.685,207.4,5.649,0.0,11.067,0.0,38.4,64.2,12.58,-124.92,-7.43,-117.48,2.1,241.02,358.51,,SSW,,-11.0,101901.78,100747.53,
002HI,2024-01-16T07:20:00Z,78810.0,14.389,17.81,1.641,213.1,3.889,0.0,11.017,0.0,38.4,64.2,12.58,-125.49,-8.05,-117.44,1.93,241.19,358.63,,SSW,,-9.85,101901.78,100720.86,
002HI,2024-01-16T07:25:00Z,78810.0,14.322,16.54,2.269,203.4,3.951,0.0,10.972,0.0,38.4,64.2,12.57,-125.77,-7.59,-118.19,2.06,241.62,359.8,,SSW,,-10.83,101901.78,100726.52,
002HI,2024-01-16T07:30:00Z,78810.0,14.589,16.42,1.77,205.5,3.822,0.0,10.928,0.0,38.4,64.2,12.57,-125.87,-7.88,-117.99,2.07,241.66,359.65,,SSW,,-10.71,101901.78,100704.12,
002HI,2024-01-16T07:35:00Z,78800.0,14.289,17.14,1.363,206.9,2.449,0.0,10.894,0.0,38.4,64.2,12.57,-123.61,-7.98,-115.62,1.39,241.7,357.32,,SSW,,-10.42,101888.85,100716.49,
002HI,2024-01-16T07:40:00Z,78800.0,14.322,16.34,1.939,204.6,3.236,0.0,10.872,0.0,38.4,64.2,12.47,-124.13,-7.64,-116.5,1.81,241.81,358.31,,SSW,,-10.99,101888.85,100713.74,
002HI,2024-01-16T07:45:00Z,78800.0,14.6,16.11,2.469,201.3,5.391,0.0,10.844,0.0,38.4,64.2,12.47,-125.77,-7.5,-118.27,2.14,241.61,359.88,,SSW,,-10.93,101888.85,100690.42,
002HI,2024-01-16T07:50:00Z,78800.0,14.7,15.89,2.264,213.4,5.258,0.0,10.8,0.0,38.4,64.2,12.56,-126.17,-7.83,-118.34,2.08,241.85,360.19,,SSW,,-11.02,101888.85,100682.05,
002HI,2024-01-16T07:55:00Z,78800.0,14.872,16.11,2.413,209.0,4.347,0.0,10.756,0.0,38.4,64.2,12.56,-126.57,-7.65,-118.92,2.17,242.26,361.18,,SSW,,-10.71,101888.85,100667.65,
002HI,2024-01-16T08:00:00Z,78800.0,15.039,15.66,2.274,206.4,4.018,0.0,10.711,0.0,38.4,64.1,12.56,-126.34,-7.66,-118.68,1.91,242.21,360.88,,SSW,,-10.93,101888.85,100653.71,
002HI,2024-01-16T08:05:00Z,78800.0,14.35,18.36,0.941,201.4,1.929,0.0,10.689,0.0,38.4,64.1,12.56,-122.75,-8.02,-114.73,0.43,241.9,356.63,,SSW,,-9.5,101888.85,100711.34,
002HI,2024-01-16T08:10:00Z,78800.0,13.411,21.75,0.664,170.5,1.795,0.0,10.7,0.0,38.4,64.0,12.54,-117.21,-7.82,-109.39,0.0,241.59,350.99,,S,,-8.13,101888.85,100790.39,
002HI,2024-01-16T08:15:00Z,78790.0,13.078,23.16,0.813,187.5,1.729,0.0,10.717,0.0,38.4,64.0,12.55,-115.01,-7.38,-107.63,0.13,241.44,349.08,,S,,-7.6,101875.92,100805.76,
002HI,2024-01-16T08:20:00Z,78780.0,12.828,22.98,1.343,195.4,2.583,0.0,10.722,0.0,38.4,64.0,12.54,-116.08,-6.84,-109.24,0.59,241.55,350.79,,SSW,,-7.92,101862.99,100814.19,
002HI,2024-01-16T08:25:00Z,78770.0,14.122,17.94,2.541,209.2,6.173,0.0,10.694,0.0,38.4,64.0,12.55,-122.52,-7.37,-115.15,3.24,241.47,356.62,,SSW,,-9.98,101850.06,100692.16,
002HI,2024-01-16T08:30:00Z,78770.0,15.05,16.22,2.778,203.2,5.196,0.0,10.617,0.0,38.4,64.0,12.55,-126.37,-7.59,-118.78,3.6,241.7,360.48,,SSW,,-10.48,101850.06,100614.45,
002HI,2024-01-16T08:35:00Z,78770.0,15.222,16.5,2.989,203.2,5.489,0.0,10.533,0.0,38.4,64.0,12.54,-127.35,-7.47,-119.88,2.7,242.26,362.14,,SSW,,-10.13,101850.06,100600.1,
002HI,2024-01-16T08:40:00Z,78760.0,15.378,16.62,2.85,206.8,6.631,0.0,10.461,0.0,38.3,64.0,12.54,-128.04,-7.62,-120.42,2.21,242.76,363.19,,SSW,,-9.91,101837.13,100574.32,
002HI,2024-01-16T08:45:00Z,78750.0,14.678,22.48,0.715,228.9,2.876,0.0,10.422,0.0,38.3,64.0,12.55,-124.99,-8.4,-116.59,0.03,241.2,357.79,,SW,,-6.63,101824.2,100619.84,
002HI,2024-01-16T08:50:00Z,78760.0,13.6,23.46,1.903,202.8,6.209,0.0,10.433,0.0,38.3,64.0,12.51,-122.69,-7.91,-114.78,0.0,242.02,356.8,,SSW,,-6.99,101837.13,100723.22,
002HI,2024-01-16T08:55:00Z,78750.0,14.889,17.01,1.965,211.5,3.822,0.0,10.428,0.0,38.3,64.0,12.53,-125.39,-7.83,-117.55,2.55,242.28,359.83,,SSW,,-10.02,101824.2,100602.33,
002HI,2024-01-16T09:00:00Z,78750.0,14.178,25.38,0.653,270.7,2.192,0.0,10.4,0.0,38.3,64.0,12.54,-123.18,-8.52,-114.66,0.48,241.43,356.09,,W,,-5.47,101824.2,100661.71,
002HI,2024-01-16T09:05:00Z,78750.0,13.189,27.65,0.751,169.5,1.893,0.0,10.406,0.0,38.3,64.0,12.53,-118.0,-8.14,-109.86,0.0,241.75,351.61,,S,,-5.2,101824.2,100745.08,
002HI,2024-01-16T09:10:00Z,78740.0,13.189,27.44,0.808,158.6,1.435,0.0,10.422,0.0,38.3,63.9,12.53,-113.69,-6.5,-107.18,0.24,241.63,348.82,,SSE,,-5.3,101811.27,100732.29,
002HI,2024-01-16T09:15:00Z,78750.0,13.328,23.87,1.955,202.5,8.231,0.0,10.422,0.0,38.3,63.9,12.53,-117.36,-6.93,-110.43,1.28,241.54,351.98,,SSW,,-7.0,101824.2,100733.4,
002HI,2024-01-16T09:20:00Z,78740.0,14.889,17.82,2.835,190.1,5.196,0.0,10.378,0.0,38.3,63.9,12.53,-124.44,-7.06,-117.38,3.7,242.11,359.49,,S,,-9.43,101811.27,100589.54,
002HI,2024-01-16T09:25:00Z,78730.0,15.122,17.62,2.948,204.5,6.173,0.0,10.294,0.0,38.3,63.9,12.53,-126.14,-7.16,-118.98,2.66,242.58,361.56,,SSW,,-9.38,101798.34,100557.32,
002HI,2024-01-16T09:30:00Z,78730.0,15.028,17.61,2.68,203.0,6.209,0.0,10.228,0.0,38.3,63.9,12.49,-126.23,-7.6,-118.62,1.91,243.25,361.87,,SSW,,-9.47,101798.34,100565.16,
002HI,2024-01-16T09:35:00Z,78730.0,15.65,15.65,3.359,201.7,7.089,0.0,10.183,0.0,38.3,63.9,12.53,-127.64,-7.23,-120.41,2.27,243.51,363.92,,SSW,,-10.44,101798.34,100513.42,
002HI,2024-01-16T09:40:00Z,78730.0,15.8,15.31,2.053,209.0,4.604,0.0,10.128,0.0,38.3,63.9,12.52,-127.56,-7.8,-119.76,1.92,244.18,363.94,,SSW,,-10.59,101798.34,100500.98,
002HI,2024-01-16T09:45:00Z,78710.0,15.661,16.48,2.408,255.9,5.0,0.0,10.1,0.0,38.3,63.9,12.53,-129.01,-8.17,-120.84,1.68,243.62,364.46,,WSW,,-9.78,101772.48,100486.95,
002HI,2024-01-16T09:50:00Z,78720.0,14.228,31.49,1.811,296.1,4.085,0.0,10.094,0.0,38.3,63.9,12.52,-126.33,-7.95,-118.38,0.0,242.5,360.88,,WNW,,-2.56,101785.41,100619.01,
002HI,2024-01-16T09:55:00Z,78710.0,13.161,33.31,1.754,9.07,3.725,0.0,10.122,0.0,38.3,63.9,12.52,-123.65,-7.91,-115.74,0.0,242.13,357.86,,N,,-2.74,101772.48,100696.15,
