# STATION: 040HI
# STATION NAME: Piihonua
# LATITUDE: 19.70640
# LONGITUDE: -155.18740
# ELEVATION [ft]: 1988.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_five_minute_set_1,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Millimeters,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
040HI,2024-01-16T03:45:00Z,93930.0,20.111,89.2,0.036,151.2,0.391,8.67,0.0,13.2,-66.74,7.33,-74.07,1.34,340.41,414.48,,SSE,,18.27,100980.47,100751.74,
040HI,2024-01-16T03:50:00Z,93930.0,19.822,90.2,0.005,173.0,0.278,5.32,0.0,13.16,-68.54,4.32,-72.86,1.0,340.62,413.49,,S,,18.16,100980.47,100758.66,
040HI,2024-01-16T03:55:00Z,93940.0,19.611,90.7,0.01,271.5,0.278,2.09,0.0,13.18,-71.93,1.25,-73.18,0.84,338.02,411.21,,W,,18.04,100991.22,100774.46,
040HI,2024-01-16T04:00:00Z,93940.0,19.278,91.8,0.437,272.9,0.833,0.16,0.0,13.15,-72.63,-0.5,-72.13,0.66,338.14,410.28,,W,,17.9,100991.22,100782.47,
040HI,2024-01-16T04:05:00Z,93950.0,19.0,92.6,0.087,265.3,0.499,0.0,0.0,13.17,-75.07,-2.54,-72.53,0.2,336.14,408.66,,W,,17.77,101001.97,100799.91,
040HI,2024-01-16T04:10:00Z,93950.0,18.711,93.4,0.617,281.9,0.998,0.0,0.0,13.1,-74.92,-3.72,-71.2,0.31,336.45,407.64,,WNW,,17.62,101001.97,100806.89,
040HI,2024-01-16T04:15:00Z,93960.0,18.511,93.6,0.298,278.1,0.998,0.0,0.0,13.13,-75.58,-5.05,-70.53,0.02,336.92,407.45,,W,,17.45,101012.72,100822.47,
040HI,2024-01-16T04:20:00Z,93960.0,18.278,94.1,0.792,284.4,1.224,0.0,0.0,13.15,-76.25,-5.23,-71.02,0.0,334.85,405.86,,WNW,,17.31,101012.72,100828.12,
040HI,2024-01-16T04:25:00Z,93970.0,18.1,94.7,0.7,274.3,1.055,0.0,0.0,13.08,-73.85,-5.48,-68.37,0.22,336.29,404.66,,W,,17.23,101023.47,100843.17,
040HI,2024-01-16T04:30:00Z,93980.0,17.972,94.7,0.669,274.4,0.941,0.0,0.0,13.12,-73.43,-5.48,-67.95,0.25,337.24,405.19,,W,,17.1,101034.23,100857.02,
040HI,2024-01-16T04:35:00Z,93980.0,17.772,95.1,0.545,268.7,0.72,0.0,0.0,13.14,-73.08,-5.53,-67.55,0.0,335.54,403.09,,W,,16.97,101034.23,100861.89,
040HI,2024-01-16T04:40:00Z,93980.0,17.55,94.9,0.854,280.6,1.168,0.0,0.0,13.07,-71.09,-5.29,-65.8,0.0,337.38,403.19,,W,,16.72,101034.23,100867.31,
040HI,2024-01-16T04:45:00Z,93990.0,17.328,95.4,0.854,278.6,1.055,0.0,0.0,13.07,-69.7,-5.07,-64.63,0.0,338.74,403.38,,W,,16.58,101044.98,100883.46,
040HI,2024-01-16T04:50:00Z,94000.0,17.178,95.8,1.019,281.3,1.276,0.0,0.0,13.1,-68.47,-4.85,-63.62,0.0,339.53,403.15,,WNW,,16.5,101055.73,100897.86,
040HI,2024-01-16T04:55:00Z,94000.0,17.128,95.7,0.859,276.3,1.276,0.0,0.0,13.12,-70.03,-4.96,-65.07,0.13,336.74,401.82,,W,,16.43,101055.73,100899.09,
040HI,2024-01-16T05:00:00Z,94010.0,17.111,95.3,0.797,283.1,1.332,0.0,0.0,13.06,-69.55,-5.14,-64.41,0.55,337.03,401.44,,WNW,,16.35,101066.48,100910.24,
040HI,2024-01-16T05:05:00Z,94020.0,16.972,94.9,0.905,290.9,1.168,0.0,0.0,13.09,-69.34,-5.15,-64.19,0.19,337.37,401.56,,WNW,,16.14,101077.23,100924.39,
040HI,2024-01-16T05:10:00Z,94030.0,16.922,95.2,0.823,274.9,1.332,0.0,0.0,13.11,-70.44,-5.18,-65.26,0.48,335.15,400.41,,W,,16.14,101087.98,100936.35,
040HI,2024-01-16T05:15:00Z,94040.0,17.0,94.3,0.936,285.0,1.224,0.0,0.0,13.05,-69.85,-5.32,-64.53,0.91,335.56,400.09,,WNW,,16.07,101098.73,100945.17,
040HI,2024-01-16T05:20:00Z,94050.0,16.811,94.4,0.731,285.0,1.276,0.0,0.0,13.09,-69.24,-5.23,-64.01,0.25,335.8,399.81,,WNW,,15.9,101109.48,100960.55,
040HI,2024-01-16T05:25:00Z,94050.0,16.672,94.7,0.787,285.8,1.224,0.0,0.0,13.11,-69.72,-5.18,-64.55,0.15,333.97,398.52,,WNW,,15.81,101109.48,100963.96,
040HI,2024-01-16T05:30:00Z,94060.0,16.622,93.9,0.777,278.3,1.389,0.0,0.0,13.04,-68.64,-5.29,-63.35,0.7,334.93,398.28,,W,,15.63,101120.23,100975.93,
040HI,2024-01-16T05:35:00Z,94080.0,16.6,93.2,0.756,285.2,1.168,0.0,0.0,13.08,-68.24,-5.37,-62.87,0.63,335.53,398.4,,WNW,,15.49,101141.73,100997.95,
040HI,2024-01-16T05:40:00Z,94080.0,16.539,91.1,0.859,269.4,1.332,0.0,0.0,13.14,-69.39,-5.41,-63.98,0.68,333.21,397.19,,W,,15.07,101141.73,100999.47,
040HI,2024-01-16T05:45:00Z,94090.0,16.6,87.9,0.854,264.1,1.446,0.0,0.0,13.11,-69.28,-5.35,-63.94,1.18,331.55,395.49,,W,,14.57,101152.48,101008.72,
040HI,2024-01-16T05:50:00Z,94090.0,16.511,87.4,0.756,272.6,1.224,0.0,0.0,13.07,-67.6,-5.07,-62.53,1.16,332.75,395.28,,W,,14.39,101152.48,101010.92,
040HI,2024-01-16T05:55:00Z,94100.0,16.322,87.1,0.715,282.2,1.389,0.0,0.0,13.14,-67.56,-5.07,-62.49,0.86,331.83,394.32,,WNW,,14.15,101163.23,101026.31,
040HI,2024-01-16T06:00:00Z,94100.0,16.072,88.9,0.983,287.1,1.554,0.0,0.0,13.08,-67.69,-4.9,-62.79,0.58,330.02,392.81,,WNW,,14.23,101163.23,101032.47,
040HI,2024-01-16T06:05:00Z,94110.0,15.872,88.8,1.147,296.2,1.831,0.0,0.0,13.07,-67.01,-4.88,-62.14,0.75,330.87,393.01,,WNW,,14.01,101173.98,101048.15,
040HI,2024-01-16T06:10:00Z,94120.0,15.761,89.1,0.983,283.2,1.554,0.0,0.0,13.09,-67.98,-4.87,-63.11,0.68,329.27,392.39,,WNW,,13.95,101184.73,101061.64,
040HI,2024-01-16T06:15:00Z,94120.0,15.7,88.3,1.317,286.4,2.222,0.0,0.0,13.06,-66.57,-4.79,-61.78,0.95,330.56,392.34,,WNW,,13.75,101184.73,101063.15,
040HI,2024-01-16T06:20:00Z,94120.0,15.722,86.6,1.034,275.2,1.497,0.0,0.0,13.13,-67.5,-4.79,-62.7,1.16,329.05,391.75,,W,,13.47,101184.73,101062.62,
040HI,2024-01-16T06:25:00Z,94130.0,15.628,87.6,1.116,280.7,1.667,0.0,0.0,13.09,-67.12,-4.71,-62.41,0.97,327.87,390.28,,W,,13.56,101195.48,101075.68,
040HI,2024-01-16T06:30:00Z,94130.0,15.639,86.1,1.075,273.7,1.723,0.0,0.0,13.06,-65.57,-4.69,-60.87,1.32,329.86,390.73,,W,,13.3,101195.48,101075.42,
040HI,2024-01-16T06:35:00Z,94130.0,15.622,86.1,1.214,274.8,1.775,0.0,0.0,13.12,-66.65,-4.66,-61.99,1.11,328.44,390.42,,W,,13.29,101195.48,101075.84,
040HI,2024-01-16T06:40:00Z,94130.0,15.55,85.6,1.116,275.7,1.554,0.0,0.0,13.13,,,-61.87,,327.38,389.26,,W,,13.12,101195.48,101077.63,
040HI,2024-01-16T06:45:00Z,94130.0,15.678,83.2,1.055,264.7,1.554,0.0,0.0,13.13,,,-62.11,,326.7,388.81,,W,,12.81,101195.48,101074.47,
040HI,2024-01-16T06:50:00Z,94140.0,15.711,82.3,1.044,256.8,1.61,0.0,0.0,13.13,,,-62.41,,325.94,388.35,,WSW,,12.68,101206.23,101084.4,
040HI,2024-01-16T06:55:00Z,94140.0,15.7,81.9,1.101,254.6,1.723,0.0,0.0,13.13,,,-62.23,,325.8,388.03,,WSW,,12.59,101206.23,101084.67,
040HI,2024-01-16T07:00:00Z,94150.0,15.65,81.5,1.235,254.7,,0.0,0.0,13.13,,,-62.25,,325.48,387.73,,WSW,,12.47,101216.99,101096.65,
040HI,2024-01-16T07:05:00Z,94150.0,15.578,81.2,1.07,253.0,1.831,0.0,0.0,13.13,,,-62.06,,325.3,387.37,,WSW,,12.34,101216.99,101098.44,
040HI,2024-01-16T07:10:00Z,94150.0,15.489,81.1,1.127,252.2,1.775,0.0,0.0,13.13,,,-61.95,,325.03,386.98,,WSW,,12.23,101216.99,101100.65,
040HI,2024-01-16T07:15:00Z,94160.0,15.528,80.7,1.235,258.6,1.945,0.0,0.0,13.12,,,-62.08,,324.69,386.78,,WSW,,12.2,101227.74,101110.42,
040HI,2024-01-16T07:20:00Z,94160.0,15.589,80.5,1.008,256.6,1.945,0.0,0.0,13.13,,,-62.38,,324.15,386.53,,WSW,,12.22,101227.74,101108.91,
040HI,2024-01-16T07:25:00Z,94160.0,15.578,80.0,1.003,267.7,1.497,0.0,0.0,13.12,,,-62.87,,323.33,386.2,,W,,12.11,101227.74,101109.19,
040HI,2024-01-16T07:30:00Z,94160.0,15.4,81.6,1.065,274.8,1.554,0.0,0.0,13.12,,,-63.55,,321.91,385.47,,W,,12.24,101227.74,101113.59,
040HI,2024-01-16T07:35:00Z,94170.0,15.2,82.5,0.787,264.8,1.276,0.0,0.0,13.12,,,-63.03,,321.77,384.8,,W,,12.21,101238.49,101129.3,
040HI,2024-01-16T07:40:00Z,94170.0,15.422,80.6,1.013,258.8,1.389,0.0,0.0,13.12,,,-62.85,,321.96,384.8,,W,,12.07,101238.49,101123.79,
040HI,2024-01-16T07:45:00Z,94170.0,15.522,79.14,0.936,257.6,1.389,0.0,0.0,13.12,,,-62.44,,322.16,384.6,,WSW,,11.89,101238.49,101121.32,
040HI,2024-01-16T07:50:00Z,94170.0,15.461,78.55,1.065,261.7,1.831,0.0,0.0,13.12,,,-61.94,,322.48,384.42,,W,,11.72,101238.49,101122.84,
040HI,2024-01-16T07:55:00Z,94170.0,15.411,78.58,1.188,271.3,,0.0,0.0,13.12,,,-61.56,,322.58,384.14,,W,,11.67,101238.49,101124.08,
040HI,2024-01-16T08:00:00Z,94170.0,15.1,80.5,1.127,266.8,1.667,0.0,0.0,13.12,,,-61.37,,322.63,384.0,,W,,11.74,101238.49,101131.8,
040HI,2024-01-16T08:05:00Z,94160.0,15.378,77.87,1.06,268.8,1.497,0.0,0.0,13.1,,,-60.95,,323.01,383.96,,W,,11.5,101227.74,101114.16,
040HI,2024-01-16T08:10:00Z,94160.0,15.428,77.24,1.044,255.1,1.554,0.0,0.0,13.12,,,-61.01,,322.87,383.89,,WSW,,11.43,101227.74,101112.93,
040HI,2024-01-16T08:15:00Z,94160.0,15.528,76.54,1.224,255.0,1.888,0.0,0.0,13.12,,,-61.64,,322.54,384.18,,WSW,,11.39,101227.74,101110.45,
040HI,2024-01-16T08:20:00Z,94150.0,15.5,76.75,1.055,250.4,1.945,0.0,0.0,13.11,,,-61.73,,322.17,383.91,,WSW,,11.4,101216.99,101100.41,
040HI,2024-01-16T08:25:00Z,94150.0,15.372,76.9,1.055,253.2,1.667,0.0,0.0,13.11,,,-61.79,,321.79,383.58,,WSW,,11.31,101216.99,101103.58,
040HI,2024-01-16T08:30:00Z,94150.0,15.278,76.37,1.348,252.2,2.222,0.0,0.0,13.11,,,-61.84,,321.59,383.43,,WSW,,11.11,101216.99,101105.92,
040HI,2024-01-16T08:35:00Z,94150.0,15.239,76.18,1.25,255.3,1.831,0.0,0.0,13.11,,,-61.84,,321.21,383.05,,WSW,,11.04,101216.99,101106.89,
040HI,2024-01-16T08:40:00Z,94150.0,15.178,76.33,1.085,255.3,1.554,0.0,0.0,13.11,,,-61.32,,321.3,382.62,,WSW,,11.01,101216.99,101108.41,
040HI,2024-01-16T08:45:00Z,94140.0,15.1,76.13,1.291,262.7,1.888,0.0,0.0,13.11,,,-60.0,,322.48,382.47,,W,,10.89,101206.23,101099.61,
040HI,2024-01-16T08:50:00Z,94140.0,14.95,77.69,1.255,261.3,2.33,0.0,0.0,13.11,,,-57.96,,324.23,382.19,,W,,11.05,101206.23,101103.33,
040HI,2024-01-16T08:55:00Z,94140.0,14.928,77.04,1.013,244.5,1.723,0.0,0.0,13.11,,,-57.59,,324.76,382.35,,WSW,,10.9,101206.23,101103.88,
040HI,2024-01-16T09:00:00Z,94140.0,14.889,76.86,1.024,249.9,1.61,0.0,0.0,13.11,,,-56.67,,325.62,382.29,,WSW,,10.83,101206.23,101104.86,
040HI,2024-01-16T09:05:00Z,94130.0,14.872,76.39,1.322,254.1,,0.0,0.0,13.11,,,-56.47,,325.66,382.13,,WSW,,10.72,101195.48,101094.54,
040HI,2024-01-16T09:10:00Z,94130.0,14.889,76.31,1.302,254.6,2.109,0.0,0.0,13.11,,,-56.85,,325.23,382.08,,WSW,,10.72,101195.48,101094.12,
040HI,2024-01-16T09:15:00Z,94130.0,14.922,76.46,1.121,250.5,2.109,0.0,0.0,13.1,,,-56.21,,325.86,382.07,,WSW,,10.78,101195.48,101093.3,
040HI,2024-01-16T09:20:00Z,94120.0,14.922,76.35,1.271,254.6,2.33,0.0,0.0,13.1,,,-55.03,,327.13,382.16,,WSW,,10.76,101184.73,101082.56,
040HI,2024-01-16T09:25:00Z,94120.0,14.839,77.25,1.075,249.5,1.831,0.0,0.0,13.1,,,-56.17,,325.8,381.97,,WSW,,10.86,101184.73,101084.62,
040HI,2024-01-16T09:30:00Z,94120.0,14.822,77.86,1.142,249.4,1.888,0.0,0.0,13.1,,,-56.5,,325.61,382.11,,WSW,,10.96,101184.73,101085.04,
040HI,2024-01-16T09:35:00Z,94110.0,14.822,77.71,1.255,256.9,1.888,0.0,0.0,13.1,,,-57.35,,324.55,381.9,,WSW,,10.93,101173.98,101074.3,
040HI,2024-01-16T09:40:00Z,94110.0,14.811,78.24,1.163,261.1,1.667,0.0,0.0,13.1,,,-58.19,,323.18,381.36,,W,,11.03,101173.98,101074.57,
040HI,2024-01-16T09:45:00Z,94100.0,14.628,81.4,1.183,280.7,1.61,0.0,0.0,13.1,,,-57.83,,322.77,380.59,,W,,11.45,101163.23,101068.37,
040HI,2024-01-16T09:50:00Z,94100.0,14.022,86.0,1.163,289.2,1.497,0.0,0.0,13.05,,,-57.36,,322.37,379.73,,WNW,,11.69,101163.23,101083.5,
040HI,2024-01-16T09:55:00Z,94100.0,13.722,88.4,1.163,290.5,1.554,0.0,0.0,13.01,,,-56.32,,323.82,380.14,,WNW,,11.82,101163.23,101091.01,
