# STATION: 034HI
# STATION NAME: Kaiaulu Puu Waawaa
# LATITUDE: 19.7724
# LONGITUDE: -155.8312
# ELEVATION [ft]: 3809.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,soil_temp_set_1,soil_temp_set_2,soil_temp_set_3,soil_temp_set_4,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,Celsius,Celsius,Celsius,Celsius,Millimeters,%,%,%,volts,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
034HI,2024-01-16T05:15:00Z,88170.0,15.328,100.0,2.372,167.8,2.886,,,,,0.0,,,,13.11,,SSE,,15.33,101375.11,100984.59,
034HI,2024-01-16T05:20:00Z,88180.0,15.189,100.0,2.217,169.2,2.886,,,,,0.0,,,,13.11,,S,,15.19,101386.6,101002.58,
034HI,2024-01-16T05:25:00Z,88190.0,15.1,100.0,1.754,172.3,,,,,,0.0,,,,13.11,,S,,15.1,101398.1,101018.22,
034HI,2024-01-16T05:30:00Z,88190.0,14.961,100.0,1.338,196.0,1.888,,,,,0.0,,,,13.1,,SSW,,14.96,101398.1,101024.76,
034HI,2024-01-16T05:35:00Z,88200.0,15.128,100.0,1.163,191.0,2.557,,,,,0.0,,,,13.1,,S,,15.13,101409.6,101028.35,
034HI,2024-01-16T05:40:00Z,88210.0,15.15,100.0,0.859,176.9,1.61,,,,,0.0,,,,13.1,,S,,15.15,101421.1,101038.77,
034HI,2024-01-16T05:45:00Z,88210.0,15.139,100.0,1.312,164.8,1.945,,,,,0.0,,,,13.1,,SSE,,15.14,101421.1,101039.29,
034HI,2024-01-16T05:50:00Z,88210.0,14.978,100.0,1.147,146.5,1.831,,,,,0.0,,,,13.09,,SSE,,14.98,101421.1,101046.87,
034HI,2024-01-16T05:55:00Z,88220.0,14.672,100.0,1.224,153.0,1.61,,,,,0.0,,,,13.09,,SSE,,14.67,101432.59,101072.76,
034HI,2024-01-16T06:00:00Z,88220.0,14.811,99.8,0.71,141.9,1.332,,,,,0.0,,,,13.09,,SE,,14.78,101432.59,101066.21,
034HI,2024-01-16T06:05:00Z,88220.0,15.339,99.2,0.566,56.89,0.941,,,,,0.0,,,,13.09,,ENE,,15.21,101432.59,101041.35,
034HI,2024-01-16T06:10:00Z,88230.0,15.722,98.4,0.756,55.53,1.055,,,,,0.0,,,,13.08,,NE,,15.47,101444.09,101034.84,
034HI,2024-01-16T06:15:00Z,88230.0,15.972,96.7,0.849,47.51,1.111,,,,,0.0,,,,13.08,,NE,,15.44,101444.09,101023.15,
034HI,2024-01-16T06:20:00Z,88230.0,16.05,94.6,0.859,37.87,1.111,,,,,0.0,,,,13.08,,NE,,15.18,101444.09,101019.53,
034HI,2024-01-16T06:25:00Z,88230.0,16.111,94.0,0.566,57.16,0.998,,,,,0.0,,,,13.08,,ENE,,15.14,101444.09,101016.69,
034HI,2024-01-16T06:30:00Z,88240.0,16.122,93.9,0.767,70.18,0.998,,,,,0.0,,,,13.08,,ENE,,15.13,101455.59,101027.63,
034HI,2024-01-16T06:35:00Z,88240.0,16.15,93.2,0.602,98.0,0.777,,,,,0.0,,,,13.07,,E,,15.04,101455.59,101026.33,
034HI,2024-01-16T06:40:00Z,88240.0,16.211,93.1,0.684,67.24,0.998,,,,,0.0,,,,13.07,,ENE,,15.08,101455.59,101023.48,
034HI,2024-01-16T06:45:00Z,88240.0,16.211,92.9,0.664,21.91,0.833,,,,,0.0,,,,13.07,,NNE,,15.05,101455.59,101023.48,
034HI,2024-01-16T06:50:00Z,88240.0,16.172,93.7,0.818,14.53,0.998,,,,,0.0,,,,13.07,,NNE,,15.15,101455.59,101025.29,
034HI,2024-01-16T06:55:00Z,88240.0,16.128,94.2,0.9,39.81,1.168,,,,,0.0,,,,13.06,,NE,,15.19,101455.59,101027.34,
034HI,2024-01-16T07:00:00Z,88240.0,16.139,94.0,1.075,72.81,1.831,,,,,0.0,,,,13.06,,ENE,,15.16,101455.59,101026.83,
034HI,2024-01-16T07:05:00Z,88250.0,16.261,94.2,1.23,132.1,1.723,,,,,0.0,,,,13.06,,SE,,15.32,101467.09,101032.58,
034HI,2024-01-16T07:10:00Z,88250.0,16.272,94.1,0.977,135.3,1.168,,,,,0.0,,,,13.06,,SE,,15.31,101467.09,101032.07,
034HI,2024-01-16T07:15:00Z,88250.0,16.25,94.0,1.677,145.3,2.166,,,,,0.0,,,,13.06,,SE,,15.27,101467.09,101033.09,
034HI,2024-01-16T07:20:00Z,88250.0,16.111,93.6,1.77,155.0,2.222,,,,,0.0,,,,13.05,,SSE,,15.07,101467.09,101039.59,
034HI,2024-01-16T07:25:00Z,88250.0,15.928,93.6,1.775,161.5,2.166,,,,,0.0,,,,13.06,,SSE,,14.89,101467.09,101048.16,
034HI,2024-01-16T07:30:00Z,88250.0,15.689,93.5,1.559,171.6,1.831,,,,,0.0,,,,13.05,,S,,14.63,101467.09,101059.35,
034HI,2024-01-16T07:35:00Z,88250.0,15.65,94.6,1.456,149.6,1.775,,,,,0.0,,,,13.05,,SSE,,14.78,101467.09,101061.17,
034HI,2024-01-16T07:40:00Z,88260.0,15.778,94.7,1.775,141.5,2.222,,,,,0.0,,,,13.05,,SE,,14.92,101478.58,101066.62,
034HI,2024-01-16T07:45:00Z,88260.0,15.75,94.4,1.497,140.1,,,,,,0.0,,,,13.05,,SE,,14.84,101478.58,101067.93,
034HI,2024-01-16T07:50:00Z,88260.0,15.822,94.3,1.019,150.1,1.446,,,,,0.0,,,,13.05,,SSE,,14.9,101478.58,101064.56,
034HI,2024-01-16T07:55:00Z,88260.0,15.678,93.5,2.459,126.4,3.334,,,,,0.0,,,,13.05,,SE,,14.62,101478.58,101071.32,
034HI,2024-01-16T08:00:00Z,88250.0,15.139,96.3,2.505,124.5,3.889,,,,,0.0,,,,13.04,,SE,,14.55,101467.09,101085.16,
034HI,2024-01-16T08:05:00Z,88250.0,14.65,97.4,3.138,116.3,4.218,,,,,0.0,,,,13.04,,ESE,,14.24,101467.09,101108.21,
034HI,2024-01-16T08:10:00Z,88250.0,14.489,98.9,2.361,132.3,3.941,,,,,0.0,,,,13.04,,SE,,14.32,101467.09,101115.8,
034HI,2024-01-16T08:15:00Z,88240.0,14.711,99.6,2.176,117.2,2.943,,,,,0.0,,,,13.04,,ESE,,14.65,101455.59,101093.84,
034HI,2024-01-16T08:20:00Z,88240.0,14.828,99.9,1.615,128.4,2.557,,,,,0.0,,,,13.04,,SE,,14.81,101455.59,101088.31,
034HI,2024-01-16T08:25:00Z,88240.0,15.022,100.0,2.531,112.4,3.555,,,,,0.0,,,,13.04,,ESE,,15.02,101455.59,101079.17,
034HI,2024-01-16T08:30:00Z,88240.0,14.928,100.0,1.986,157.0,3.056,,,,,0.0,,,,13.04,,SSE,,14.93,101455.59,101083.6,
034HI,2024-01-16T08:35:00Z,88240.0,14.778,100.0,1.837,162.0,2.608,,,,,0.0,,,,13.03,,SSE,,14.78,101455.59,101090.67,
034HI,2024-01-16T08:40:00Z,88230.0,14.772,100.0,2.017,168.5,3.112,,,,,0.0,,,,13.03,,SSE,,14.77,101444.09,101079.5,
034HI,2024-01-16T08:45:00Z,88230.0,14.6,100.0,1.744,167.5,2.166,,,,,0.0,,,,13.03,,SSE,,14.6,101444.09,101087.62,
034HI,2024-01-16T08:50:00Z,88220.0,14.539,100.0,1.533,184.0,1.945,,,,,0.0,,,,13.03,,S,,14.54,101432.59,101079.05,
034HI,2024-01-16T08:55:00Z,88220.0,14.522,100.0,1.708,174.4,,,,,,0.0,,,,13.03,,S,,14.52,101432.59,101079.85,
034HI,2024-01-16T09:00:00Z,88210.0,14.45,100.0,1.456,173.9,1.667,,,,,0.0,,,,13.03,,S,,14.45,101421.1,101071.8,
034HI,2024-01-16T09:05:00Z,88210.0,14.322,100.0,1.415,190.3,1.888,,,,,0.0,,,,13.02,,S,,14.32,101421.1,101077.85,
034HI,2024-01-16T09:10:00Z,88210.0,14.411,100.0,0.18,211.3,0.89,,,,,0.0,,,,13.02,,SSW,,14.41,101421.1,101073.64,
034HI,2024-01-16T09:15:00Z,88210.0,14.7,100.0,1.296,296.6,1.831,,,,,0.0,,,,13.02,,WNW,,14.7,101421.1,101059.98,
034HI,2024-01-16T09:20:00Z,88220.0,14.85,100.0,2.464,297.5,3.555,,,,,0.0,,,,13.01,,WNW,,14.85,101432.59,101064.36,
034HI,2024-01-16T09:25:00Z,88220.0,14.7,100.0,2.238,317.2,3.164,,,,,0.0,,,,13.02,,NW,,14.7,101432.59,101071.44,
034HI,2024-01-16T09:30:00Z,88220.0,14.828,100.0,1.878,345.1,2.222,,,,,0.0,,,,13.02,,NNW,,14.83,101432.59,101065.4,
034HI,2024-01-16T09:35:00Z,88210.0,15.039,100.0,1.662,13.06,2.109,,,,,0.0,,,,13.01,,NNE,,15.04,101421.1,101044.0,
034HI,2024-01-16T09:40:00Z,88210.0,14.961,100.0,0.859,57.23,1.497,,,,,0.0,,,,13.01,,ENE,,14.96,101421.1,101047.67,
034HI,2024-01-16T09:45:00Z,88210.0,14.872,100.0,0.401,97.3,0.998,,,,,0.0,,,,13.01,,E,,14.87,101421.1,101051.87,
034HI,2024-01-16T09:50:00Z,88210.0,14.639,100.0,1.389,157.2,2.053,,,,,0.0,,,,13.01,,SSE,,14.64,101421.1,101062.87,
034HI,2024-01-16T09:55:00Z,88210.0,14.439,100.0,1.049,182.5,1.667,,,,,0.0,,,,13.01,,S,,14.44,101421.1,101072.32,
