# STATION: 010HI
# STATION NAME: PuuWaawaa
# LATITUDE: 19.72540
# LONGITUDE: -155.87380
# ELEVATION [ft]: 5427.0
# STATE: HI
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,solar_radiation_set_1,soil_temp_set_1,soil_temp_set_2,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Celsius,%,m/s,Degrees,W/m**2,Celsius,Celsius,Millimeters,%,%,%,volts,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius
010HI,2024-01-16T07:10:00Z,14.233,97.42,1.538,107.8,0.0,,,0.0,,,,12.56,3.92,0.0,0.0,,ESE,,13.83
010HI,2024-01-16T07:15:00Z,14.25,97.37,1.816,87.3,0.0,,,0.0,,,,,3.8,0.0,0.01,,E,,13.83
010HI,2024-01-16T07:20:00Z,14.25,97.64,1.281,103.9,0.0,,,0.0,,,,12.55,3.8,0.0,0.0,,ESE,,13.88
010HI,2024-01-16T07:25:00Z,14.233,97.52,1.111,116.8,0.0,,,0.0,,,,,3.84,0.0,0.02,,ESE,,13.84
010HI,2024-01-16T07:30:00Z,14.156,97.0,1.029,96.2,0.0,,,0.0,,,,12.55,3.92,0.0,0.01,,E,,13.68
010HI,2024-01-16T07:35:00Z,14.122,97.03,0.89,114.1,0.0,,,0.0,,,,,3.96,0.0,0.01,,ESE,,13.65
010HI,2024-01-16T07:40:00Z,14.039,97.18,1.26,117.4,0.0,,,0.0,,,,12.55,3.84,0.0,0.01,,ESE,,13.59
010HI,2024-01-16T07:45:00Z,14.117,97.39,1.302,104.8,0.0,,,0.0,,,,,4.1,0.0,0.01,,ESE,,13.71
010HI,2024-01-16T07:50:00Z,14.05,97.25,1.116,105.3,0.0,,,0.0,,,,12.55,3.98,0.0,0.0,,ESE,,13.62
010HI,2024-01-16T07:55:00Z,14.1,97.42,1.183,107.5,0.0,,,0.0,,,,,4.08,0.0,0.01,,ESE,,13.69
010HI,2024-01-16T08:00:00Z,14.094,96.96,1.08,98.6,0.0,,,0.0,,,,12.54,4.22,0.0,0.01,,E,,13.61
010HI,2024-01-16T08:05:00Z,14.056,96.81,0.9,84.9,0.0,,,0.0,,,,,4.21,0.0,0.0,,E,,13.55
010HI,2024-01-16T08:10:00Z,14.056,97.13,0.334,80.9,0.0,,,0.0,,,,12.54,4.24,0.0,0.01,,E,,13.6
010HI,2024-01-16T08:15:00Z,14.039,97.49,0.334,128.9,0.0,,,0.0,,,,,3.93,0.0,0.02,,SE,,13.64
010HI,2024-01-16T08:20:00Z,14.044,97.49,0.345,124.8,0.0,,,0.0,,,,12.51,4.11,0.0,0.02,,SE,,13.65
010HI,2024-01-16T08:25:00Z,14.061,97.34,0.129,68.84,0.0,,,0.0,,,,,4.37,0.0,0.01,,ENE,,13.64
010HI,2024-01-16T08:30:00Z,13.956,97.46,0.123,76.53,0.0,,,0.0,,,,12.54,4.02,0.0,0.03,,ENE,,13.56
010HI,2024-01-16T08:35:00Z,13.85,97.85,0.154,125.1,0.0,,,0.0,,,,,3.71,0.0,0.01,,SE,,13.51
010HI,2024-01-16T08:40:00Z,13.861,98.59,0.231,79.8,0.0,,,0.0,,,,12.53,3.83,0.0,0.01,,E,,13.64
010HI,2024-01-16T08:45:00Z,13.872,98.88,0.093,134.4,0.0,,,0.0,,,,,3.68,0.0,0.02,,SE,,13.7
010HI,2024-01-16T08:50:00Z,13.911,98.43,0.628,94.4,0.0,,,0.0,,,,12.53,3.86,0.0,0.03,,E,,13.66
010HI,2024-01-16T08:55:00Z,13.978,97.25,1.353,83.8,0.0,,,0.0,,,,,4.39,0.0,0.02,,E,,13.54
010HI,2024-01-16T09:00:00Z,14.028,96.31,1.718,69.06,0.0,,,0.0,,,,12.53,5.09,0.0,0.02,,ENE,,13.44
010HI,2024-01-16T09:05:00Z,13.967,95.51,1.019,56.24,0.0,,,0.0,,,,,5.59,0.0,0.0,,NE,,13.25
010HI,2024-01-16T09:10:00Z,14.072,91.86,0.859,54.57,0.0,,,0.0,,,,12.53,7.47,0.0,0.01,,NE,,12.76
010HI,2024-01-16T09:15:00Z,14.439,91.79,1.404,33.31,0.0,,,0.0,,,,,7.46,0.0,0.01,,NNE,,13.11
010HI,2024-01-16T09:20:00Z,14.356,92.78,1.137,37.37,0.0,,,0.0,,,,12.52,6.15,0.0,0.0,,NE,,13.19
010HI,2024-01-16T09:25:00Z,14.344,91.86,1.579,47.62,0.0,,,0.0,,,,,5.9,0.0,0.02,,NE,,13.03
010HI,2024-01-16T09:30:00Z,14.556,74.79,1.538,47.49,0.0,,,0.0,,,,12.52,6.84,0.0,0.03,,NE,,10.09
010HI,2024-01-16T09:35:00Z,14.678,59.75,1.085,72.08,0.0,,,0.0,,,,,5.39,0.0,0.0,,ENE,,6.87
010HI,2024-01-16T09:40:00Z,14.956,48.15,0.731,6.38,0.0,,,0.0,,,,12.35,4.04,0.0,0.0,,N,,4.0
010HI,2024-01-16T09:45:00Z,15.383,36.14,1.204,141.8,0.0,,,0.0,,,,,3.53,0.0,0.0,,SE,,0.35
010HI,2024-01-16T09:50:00Z,15.7,33.6,1.554,139.3,0.0,,,0.0,,,,12.33,2.62,0.0,0.0,,SE,,-0.37
010HI,2024-01-16T09:55:00Z,15.906,30.55,1.903,128.2,0.0,,,0.0,,,,,2.05,0.0,0.0,,SE,,-1.5
