# STATION: 035HI
# STATION NAME: Kona Hema
# LATITUDE: 19.2068
# LONGITUDE: -155.8110
# ELEVATION [ft]: 4209.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_five_minute_set_1,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Millimeters,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
035HI,2024-01-16T03:45:00Z,87020.0,19.261,81.6,1.096,235.0,2.109,58.85,0.0,13.64,-55.72,48.68,-104.4,10.17,329.65,434.05,,SW,,16.02,101552.1,100876.81,
035HI,2024-01-16T03:50:00Z,87020.0,19.278,81.5,1.302,225.7,,39.51,0.0,13.59,-76.96,30.61,-107.57,8.9,323.28,430.85,,SW,,16.01,101552.1,100875.95,
035HI,2024-01-16T03:55:00Z,87020.0,19.128,82.5,1.224,222.8,1.831,25.49,0.0,13.46,-88.99,17.91,-106.91,7.58,320.53,427.43,,SW,,16.06,101552.1,100883.49,
035HI,2024-01-16T04:00:00Z,87020.0,18.839,83.8,1.214,229.5,1.945,13.95,0.0,13.37,-97.16,7.71,-104.86,6.24,319.1,423.97,,SW,,16.02,101552.1,100898.05,
035HI,2024-01-16T04:05:00Z,87020.0,18.711,84.6,0.7,240.6,1.554,5.27,0.0,13.28,-102.29,0.18,-102.47,5.09,318.41,420.87,,WSW,,16.05,101552.1,100904.5,
035HI,2024-01-16T04:10:00Z,87030.0,18.6,84.6,0.051,259.9,0.442,0.0,0.0,13.21,-104.95,-5.09,-99.86,1.95,317.45,417.31,,W,,15.94,101563.77,100921.71,
035HI,2024-01-16T04:15:00Z,87040.0,18.1,86.6,0.0,,0.0,0.0,0.0,13.18,-105.17,-7.52,-97.66,1.47,316.04,413.69,,,,15.81,101575.44,100958.62,
035HI,2024-01-16T04:20:00Z,87040.0,17.8,88.4,0.0,,0.0,0.0,0.0,13.1,-105.06,-8.94,-96.12,1.91,314.98,411.1,,,,15.84,101575.44,100973.84,
035HI,2024-01-16T04:25:00Z,87040.0,17.572,88.8,0.0,,0.0,0.0,0.0,13.07,-103.28,-9.22,-94.06,1.93,318.39,412.45,,,,15.69,101575.44,100985.45,
035HI,2024-01-16T04:30:00Z,87050.0,17.361,89.3,0.0,,0.0,0.0,0.0,13.08,-102.84,-9.15,-93.69,1.65,314.62,408.31,,,,15.57,101587.11,101007.81,
035HI,2024-01-16T04:35:00Z,87050.0,17.189,89.8,0.103,56.81,0.89,0.0,0.0,13.05,-100.06,-8.19,-91.87,1.35,317.52,409.39,,ENE,,15.49,101587.11,101016.6,
035HI,2024-01-16T04:40:00Z,87060.0,17.022,89.0,0.767,52.08,1.224,0.0,0.0,13.05,-99.39,-7.93,-91.46,1.15,313.71,405.17,,NE,,15.18,101598.78,101036.76,
035HI,2024-01-16T04:45:00Z,87060.0,16.872,89.6,0.859,32.92,1.224,0.0,0.0,13.04,-97.67,-7.89,-89.78,1.23,316.43,406.21,,NNE,,15.14,101598.78,101044.43,
035HI,2024-01-16T04:50:00Z,87070.0,16.672,90.1,0.782,32.78,0.941,0.0,0.0,13.04,-97.42,-7.8,-89.62,1.07,312.57,402.19,,NNE,,15.03,101610.45,101066.29,
035HI,2024-01-16T04:55:00Z,87070.0,16.489,89.7,1.019,47.07,1.667,0.0,0.0,13.02,-95.51,-7.53,-87.98,0.96,315.4,403.38,,NE,,14.78,101610.45,101075.7,
035HI,2024-01-16T05:00:00Z,87080.0,16.328,89.7,1.224,33.98,1.61,0.0,0.0,13.03,-95.5,-7.16,-88.35,0.85,311.46,399.81,,NE,,14.62,101622.12,101095.59,
035HI,2024-01-16T05:05:00Z,87090.0,16.139,89.9,1.368,33.58,,0.0,0.0,13.01,-93.68,-7.13,-86.55,1.02,314.49,401.04,,NNE,,14.47,101633.79,101116.93,
035HI,2024-01-16T05:10:00Z,87090.0,16.178,88.8,1.631,46.22,2.109,0.0,0.0,13.02,-93.44,-6.58,-86.85,1.05,311.04,397.89,,NE,,14.31,101633.79,101114.94,
035HI,2024-01-16T05:15:00Z,87100.0,16.15,88.3,1.801,44.47,2.608,0.0,0.0,13.0,-91.85,-6.46,-85.39,0.99,314.11,399.5,,NE,,14.2,101645.46,101128.0,
035HI,2024-01-16T05:20:00Z,87100.0,15.922,88.4,1.662,40.81,2.279,0.0,0.0,13.06,-92.38,-6.61,-85.78,0.61,310.05,395.83,,NE,,13.99,101645.46,101139.76,
035HI,2024-01-16T05:25:00Z,87110.0,15.75,88.8,1.657,44.14,2.222,0.0,0.0,13.02,-91.63,-6.48,-85.16,0.77,308.26,393.42,,NE,,13.89,101657.13,101160.26,
035HI,2024-01-16T05:30:00Z,87110.0,15.661,88.6,1.867,45.8,2.608,0.0,0.0,12.99,-89.76,-6.33,-83.43,0.93,312.47,395.9,,NE,,13.77,101657.13,101164.86,
035HI,2024-01-16T05:35:00Z,87110.0,15.578,88.6,1.584,50.99,1.945,0.0,0.0,13.05,-89.83,-6.11,-83.71,0.75,308.83,392.54,,NE,,13.69,101657.13,101169.16,
035HI,2024-01-16T05:40:00Z,87120.0,15.511,88.4,1.734,50.4,2.222,0.0,0.0,13.01,-89.51,-6.15,-83.36,0.69,307.03,390.4,,NE,,13.58,101668.8,101184.24,
035HI,2024-01-16T05:45:00Z,87120.0,15.322,88.6,1.924,50.24,2.33,0.0,0.0,12.99,-87.98,-6.0,-81.98,0.71,311.07,393.05,,NE,,13.43,101668.8,101194.04,
035HI,2024-01-16T05:50:00Z,87130.0,15.172,89.2,1.873,46.71,2.387,0.0,0.0,13.0,-88.32,-6.04,-82.28,0.55,307.69,389.97,,NE,,13.39,101680.47,101213.43,
035HI,2024-01-16T05:55:00Z,87130.0,15.189,89.1,1.903,45.11,2.557,0.0,0.0,12.98,-87.21,-5.93,-81.28,0.74,310.55,391.83,,NE,,13.39,101680.47,101212.55,
035HI,2024-01-16T06:00:00Z,87140.0,15.022,89.3,2.145,45.63,2.886,0.0,0.0,12.99,-87.77,-5.95,-81.82,0.5,306.99,388.81,,NE,,13.26,101692.14,101232.84,
035HI,2024-01-16T06:05:00Z,87140.0,15.128,88.4,2.269,46.5,3.164,0.0,0.0,12.96,-86.45,-5.64,-80.81,0.88,310.31,391.12,,NE,,13.21,101692.14,101227.34,
035HI,2024-01-16T06:10:00Z,87140.0,15.078,88.1,2.047,45.38,3.056,0.0,0.0,13.03,-86.33,-5.71,-80.63,0.64,307.39,388.02,,NE,,13.1,101692.14,101229.95,
035HI,2024-01-16T06:15:00Z,87150.0,14.922,88.6,2.037,39.62,2.829,0.0,0.0,12.99,-85.41,-5.81,-79.6,0.56,306.21,385.81,,NE,,13.04,101703.81,101249.67,
035HI,2024-01-16T06:20:00Z,87150.0,14.789,88.9,0.936,33.71,2.387,0.0,0.0,12.97,-84.65,-6.19,-78.46,0.59,309.41,387.87,,NNE,,12.96,101703.81,101256.59,
035HI,2024-01-16T06:25:00Z,87160.0,14.739,88.3,1.302,72.16,2.557,0.0,0.0,13.03,-84.13,-6.07,-78.06,0.8,307.5,385.57,,ENE,,12.81,101715.48,101270.82,
035HI,2024-01-16T06:30:00Z,87160.0,14.939,85.8,2.022,59.67,2.721,0.0,0.0,13.03,-82.6,-5.26,-77.34,1.05,306.83,384.17,,ENE,,12.56,101715.48,101260.44,
035HI,2024-01-16T06:35:00Z,87160.0,14.889,85.3,1.837,38.45,2.557,0.0,0.0,13.03,-81.64,-5.4,-76.24,0.7,306.71,382.94,,NE,,12.42,101715.48,101263.05,
035HI,2024-01-16T06:40:00Z,87160.0,14.6,86.2,1.939,41.44,2.5,0.0,0.0,13.03,-80.35,-5.26,-75.08,0.53,307.23,382.31,,NE,,12.3,101715.48,101278.1,
035HI,2024-01-16T06:45:00Z,87160.0,14.328,87.1,1.806,50.8,2.387,0.0,0.0,12.99,-78.91,-5.31,-73.6,0.37,307.64,381.24,,NE,,12.19,101715.48,101292.29,
035HI,2024-01-16T06:50:00Z,87160.0,14.05,88.1,2.053,50.95,2.608,0.0,0.0,12.95,-76.84,-5.03,-71.8,0.33,312.34,384.14,,NE,,12.09,101715.48,101306.82,
035HI,2024-01-16T06:55:00Z,87160.0,13.95,88.5,2.279,48.51,2.886,0.0,0.0,13.02,-77.42,-4.88,-72.54,0.32,309.34,381.87,,NE,,12.06,101715.48,101312.05,
035HI,2024-01-16T07:00:00Z,87160.0,13.928,88.8,2.336,48.32,2.721,0.0,0.0,12.98,-76.9,-4.82,-72.08,0.58,308.32,380.4,,NE,,12.09,101715.48,101313.2,
035HI,2024-01-16T07:05:00Z,87160.0,13.85,89.1,2.233,46.41,2.5,0.0,0.0,12.95,-75.92,-4.8,-71.12,0.6,312.19,383.31,,NE,,12.07,101715.48,101317.29,
035HI,2024-01-16T07:10:00Z,87160.0,13.778,89.3,2.3,47.76,2.665,0.0,0.0,12.96,-76.58,-4.75,-71.83,0.39,309.06,380.89,,NE,,12.03,101715.48,101321.06,
035HI,2024-01-16T07:15:00Z,87160.0,13.778,89.4,2.464,47.43,2.829,0.0,0.0,12.94,-75.14,-4.62,-70.52,0.56,312.7,383.21,,NE,,12.05,101715.48,101321.06,
035HI,2024-01-16T07:20:00Z,87160.0,13.889,88.3,2.67,47.17,3.277,0.0,0.0,13.01,-74.18,-4.36,-69.82,0.51,311.06,380.88,,NE,,11.97,101715.48,101315.25,
035HI,2024-01-16T07:25:00Z,87170.0,13.85,88.2,2.778,50.32,3.334,0.0,0.0,12.97,-70.77,-4.03,-66.73,0.29,312.9,379.63,,NE,,11.91,101727.15,101328.93,
035HI,2024-01-16T07:30:00Z,87170.0,13.772,88.1,2.521,48.93,3.164,0.0,0.0,12.94,-61.53,-3.64,-57.9,0.23,325.06,382.96,,NE,,11.82,101727.15,101333.02,
035HI,2024-01-16T07:35:00Z,87170.0,14.011,86.6,2.757,46.35,3.555,0.0,0.0,13.0,-39.16,-2.38,-36.79,0.48,345.35,382.14,,NE,,11.79,101727.15,101320.51,
035HI,2024-01-16T07:40:00Z,87170.0,14.339,85.8,3.087,43.36,4.275,0.0,0.0,13.01,-32.99,-1.81,-31.18,0.64,351.1,382.28,,NE,,11.97,101727.15,101303.35,
035HI,2024-01-16T07:45:00Z,87170.0,14.789,86.1,2.567,37.94,3.719,0.19,0.0,13.01,-16.43,-1.0,-15.43,1.18,368.39,383.82,,NE,,12.47,101727.15,101279.87,
035HI,2024-01-16T07:50:00Z,87170.0,15.1,84.6,2.325,44.78,3.555,0.0,0.0,13.0,-17.42,-0.63,-16.78,0.52,368.04,384.82,,NE,,12.5,101727.15,101263.71,
035HI,2024-01-16T07:55:00Z,87170.0,14.889,85.4,2.521,37.44,3.277,0.0,0.0,13.01,-23.09,-1.08,-22.01,0.0,362.79,384.8,,NE,,12.44,101727.15,101274.67,
035HI,2024-01-16T08:00:00Z,87170.0,14.8,86.0,2.433,47.54,3.277,0.0,0.0,13.01,,-1.42,-25.58,0.0,358.99,384.56,,NE,,12.46,101727.15,101279.3,
035HI,2024-01-16T08:05:00Z,87170.0,14.772,85.7,2.541,50.05,3.498,0.0,0.0,13.01,-25.85,-1.38,-24.47,0.0,360.19,384.65,,NE,,12.38,101727.15,101280.76,
035HI,2024-01-16T08:10:00Z,87170.0,14.872,85.5,2.289,51.01,3.277,0.0,0.0,13.01,-28.57,-1.53,-27.04,0.16,357.66,384.7,,NE,,12.44,101727.15,101275.55,
035HI,2024-01-16T08:15:00Z,87160.0,14.811,86.5,2.001,46.46,2.5,0.0,0.0,13.0,-35.6,-2.19,-33.41,0.09,350.7,384.12,,NE,,12.56,101715.48,101267.1,
035HI,2024-01-16T08:20:00Z,87170.0,14.8,87.9,0.972,86.3,1.831,0.0,0.0,12.96,-48.84,-2.99,-45.85,0.37,337.29,383.14,,E,,12.8,101727.15,101279.27,
035HI,2024-01-16T08:25:00Z,87160.0,14.922,87.8,1.708,52.57,2.33,0.0,0.0,12.93,-59.64,-3.71,-55.94,0.59,329.65,385.59,,NE,,12.9,101715.48,101261.3,
035HI,2024-01-16T08:30:00Z,87160.0,14.728,88.0,2.181,46.97,2.721,0.0,0.0,12.99,-64.11,-3.84,-60.27,0.0,322.6,382.87,,NE,,12.74,101715.48,101271.4,
035HI,2024-01-16T08:35:00Z,87160.0,14.55,88.5,2.114,44.03,2.665,0.0,0.0,12.95,-62.66,-3.87,-58.79,0.0,322.47,381.26,,NE,,12.65,101715.48,101280.67,
035HI,2024-01-16T08:40:00Z,87160.0,14.428,88.6,2.485,46.55,2.943,0.0,0.0,12.92,-58.99,-3.58,-55.41,0.0,329.21,384.62,,NE,,12.55,101715.48,101287.04,
035HI,2024-01-16T08:45:00Z,87160.0,14.128,89.1,2.655,48.56,3.277,0.0,0.0,12.99,-59.48,-3.47,-56.01,0.0,325.89,381.9,,NE,,12.34,101715.48,101302.72,
035HI,2024-01-16T08:50:00Z,87160.0,14.05,89.4,2.346,42.54,,0.0,0.0,12.95,-60.07,-3.59,-56.47,0.0,323.67,380.14,,NE,,12.32,101715.48,101306.8,
035HI,2024-01-16T08:55:00Z,87160.0,14.128,88.7,2.819,48.83,3.776,0.0,0.0,12.92,-67.3,-3.88,-63.43,0.32,319.78,383.2,,NE,,12.27,101715.48,101302.73,
035HI,2024-01-16T09:00:00Z,87150.0,14.078,88.7,2.845,49.62,3.555,0.0,0.0,12.98,-70.75,-4.04,-66.72,0.12,313.68,380.39,,NE,,12.22,101703.81,101293.72,
035HI,2024-01-16T09:05:00Z,87150.0,13.972,89.0,2.871,50.8,3.663,0.0,0.0,12.94,-75.78,-4.43,-71.35,0.12,307.02,378.37,,NE,,12.17,101703.81,101299.27,
035HI,2024-01-16T09:10:00Z,87150.0,13.861,89.4,3.267,54.92,3.833,0.0,0.0,12.91,-76.35,-4.38,-71.97,0.14,309.33,381.3,,NE,,12.13,101703.81,101305.08,
035HI,2024-01-16T09:15:00Z,87150.0,13.878,88.6,2.865,47.7,3.555,0.0,0.0,12.98,-77.08,-4.47,-72.61,0.08,306.02,378.63,,NE,,12.01,101703.81,101304.2,
035HI,2024-01-16T09:20:00Z,87150.0,13.811,88.4,2.752,50.67,3.555,0.0,0.0,12.94,-75.63,-4.48,-71.15,0.29,305.81,376.96,,NE,,11.91,101703.81,101307.72,
035HI,2024-01-16T09:25:00Z,87160.0,13.922,87.5,2.788,60.52,3.442,0.0,0.0,12.91,-75.23,-4.43,-70.8,0.45,309.56,380.36,,ENE,,11.86,101715.48,101313.54,
035HI,2024-01-16T09:30:00Z,87160.0,13.989,87.6,2.747,61.49,3.498,0.0,0.0,12.98,-76.03,-4.49,-71.54,0.26,306.38,377.92,,ENE,,11.94,101715.48,101310.02,
035HI,2024-01-16T09:35:00Z,87160.0,13.839,87.5,2.603,51.67,3.277,0.0,0.0,12.93,-75.17,-4.56,-70.61,0.13,305.48,376.1,,NE,,11.78,101715.48,101317.89,
035HI,2024-01-16T09:40:00Z,87170.0,13.878,87.8,2.948,59.29,3.555,0.0,0.0,12.91,-73.49,-4.26,-69.23,0.26,310.35,379.57,,ENE,,11.87,101727.15,101327.46,
035HI,2024-01-16T09:45:00Z,87170.0,13.889,87.9,2.696,60.73,3.498,0.0,0.0,12.97,-70.21,-4.1,-66.11,0.05,311.07,377.18,,ENE,,11.9,101727.15,101326.88,
035HI,2024-01-16T09:50:00Z,87180.0,13.9,87.7,1.307,62.65,2.33,0.0,0.0,12.93,-72.6,-4.77,-67.83,0.18,307.27,375.1,,ENE,,11.87,101738.82,101337.93,
035HI,2024-01-16T09:55:00Z,87170.0,13.489,90.0,1.893,62.95,3.22,0.0,0.0,12.9,-72.02,-4.88,-67.14,0.0,310.49,377.63,,ENE,,11.86,101727.15,101347.86,
