# STATION: 006HI
# STATION NAME: Spencer
# LATITUDE: 19.96400
# LONGITUDE: -155.25000
# ELEVATION [ft]: 1539.0
# STATE: HI
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Celsius,%,m/s,Degrees,W/m**2,Celsius,Millimeters,%,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius
006HI,2024-01-16T01:10:00Z,22.072,79.82,1.317,69.58,262.49,21.139,0.0,66.0,67.4,72.6,13.58,155.51,226.98,-71.47,35.82,382.58,454.3,,ENE,,18.41
006HI,2024-01-16T01:15:00Z,22.239,80.21,1.687,68.56,304.95,21.089,0.0,65.9,67.4,72.6,,202.39,260.98,-58.59,43.83,401.28,460.24,,ENE,,18.65
006HI,2024-01-16T01:20:00Z,22.344,79.9,1.214,48.91,272.83,21.028,0.0,65.9,67.4,72.6,13.65,180.21,231.8,-51.59,41.04,410.8,462.6,,NE,,18.69
006HI,2024-01-16T01:25:00Z,22.172,79.6,1.528,82.5,244.38,20.989,0.0,65.9,67.4,72.6,,154.08,207.41,-53.33,36.7,404.37,457.87,,E,,18.46
006HI,2024-01-16T01:30:00Z,22.061,80.35,1.271,70.23,221.54,20.961,0.0,65.9,67.4,72.6,13.54,137.03,188.04,-51.01,33.48,405.02,456.28,,ENE,,18.5
006HI,2024-01-16T01:35:00Z,22.117,80.2,0.936,60.65,217.67,20.939,0.0,65.9,67.4,72.6,,136.29,184.49,-48.2,33.08,408.66,457.2,,ENE,,18.53
006HI,2024-01-16T01:40:00Z,21.978,80.63,0.977,41.51,191.14,20.928,0.0,65.9,67.4,72.6,13.27,115.96,163.04,-47.08,28.13,406.32,453.75,,NE,,18.48
006HI,2024-01-16T01:45:00Z,21.911,80.89,1.317,26.83,249.27,20.928,0.0,65.9,67.4,72.6,,162.78,216.07,-53.29,33.66,401.37,454.84,,NNE,,18.46
006HI,2024-01-16T01:50:00Z,21.956,81.07,1.641,348.0,327.35,20.922,0.0,65.9,67.4,72.6,13.57,229.33,289.73,-60.4,38.37,395.88,456.57,,NNW,,18.54
006HI,2024-01-16T01:55:00Z,22.011,81.04,1.07,14.86,378.95,20.911,0.0,65.9,67.4,72.6,,275.16,338.51,-63.36,39.42,393.31,456.88,,NNE,,18.59
006HI,2024-01-16T02:00:00Z,22.189,80.51,0.988,46.27,281.4,20.911,0.0,65.9,67.4,72.6,13.56,188.47,243.48,-55.01,37.99,402.21,457.71,,NE,,18.66
006HI,2024-01-16T02:05:00Z,21.939,81.58,1.312,20.48,276.95,20.928,0.0,65.9,67.4,72.6,,197.2,244.29,-47.09,32.36,408.77,456.32,,NNE,,18.63
006HI,2024-01-16T02:10:00Z,21.628,82.32,1.482,37.33,163.44,20.961,0.0,65.9,67.4,72.6,13.42,105.0,143.23,-38.22,19.71,409.11,447.56,,NE,,18.47
006HI,2024-01-16T02:15:00Z,21.472,83.93,1.343,44.25,118.27,20.989,0.0,65.9,67.4,72.6,,67.94,101.78,-33.83,16.47,410.75,444.87,,NE,,18.63
006HI,2024-01-16T02:20:00Z,21.406,84.58,0.813,58.25,126.45,21.0,0.0,65.9,67.4,72.6,12.92,75.32,108.43,-33.11,18.01,411.4,444.89,,ENE,,18.69
006HI,2024-01-16T02:25:00Z,21.294,84.75,1.152,24.47,117.34,21.0,0.0,65.9,67.4,72.6,,68.52,101.03,-32.52,16.3,410.85,443.62,,NNE,,18.61
006HI,2024-01-16T02:30:00Z,21.294,85.37,0.983,63.54,111.45,20.989,0.0,65.9,67.4,72.6,12.84,64.09,95.25,-31.16,16.11,411.51,443.0,,ENE,,18.73
006HI,2024-01-16T02:35:00Z,21.233,85.38,0.962,75.91,102.64,20.978,0.0,65.9,67.4,72.6,,57.07,88.0,-30.93,14.66,410.61,441.47,,ENE,,18.67
006HI,2024-01-16T02:40:00Z,21.144,85.66,0.803,15.27,107.02,20.972,0.0,65.9,67.4,72.6,12.79,59.38,92.55,-33.17,14.47,408.17,441.29,,NNE,,18.63
006HI,2024-01-16T02:45:00Z,21.156,86.46,0.679,50.76,106.86,20.961,0.0,65.9,67.4,72.6,,55.83,92.38,-36.55,14.45,404.48,441.23,,NE,,18.79
006HI,2024-01-16T02:50:00Z,21.2,86.5,1.286,102.3,109.03,20.95,0.0,65.9,67.4,72.6,12.83,55.78,95.34,-39.56,13.76,398.99,438.64,,ESE,,18.85
006HI,2024-01-16T02:55:00Z,21.156,86.49,1.461,108.0,94.11,20.95,0.0,65.9,67.4,72.6,,36.04,82.6,-46.57,11.34,389.34,436.1,,ESE,,18.8
006HI,2024-01-16T03:00:00Z,21.072,86.7,1.055,100.8,73.95,20.95,0.0,65.9,67.4,72.6,12.9,5.16,65.23,-60.07,8.69,372.51,432.71,,E,,18.76
006HI,2024-01-16T03:05:00Z,20.856,86.99,1.111,92.1,55.28,20.961,0.0,65.9,67.4,72.6,,-20.35,49.14,-69.49,6.07,358.33,428.23,,E,,18.6
006HI,2024-01-16T03:10:00Z,20.667,87.66,1.296,116.2,53.44,20.961,0.0,65.9,67.4,72.6,12.72,-23.04,47.58,-70.62,5.89,354.56,425.48,,ESE,,18.53
006HI,2024-01-16T03:15:00Z,20.556,88.12,0.957,110.6,42.52,20.961,0.0,65.9,67.4,72.6,,-45.62,38.46,-84.08,4.0,338.09,422.08,,ESE,,18.51
006HI,2024-01-16T03:20:00Z,20.394,88.46,0.828,115.9,33.15,20.961,0.0,65.9,67.4,72.6,12.62,-57.41,30.32,-87.74,2.79,330.23,418.04,,ESE,,18.41
006HI,2024-01-16T03:25:00Z,20.228,88.99,0.412,140.4,28.4,20.939,0.0,65.9,67.4,72.6,,-58.31,26.06,-84.36,2.35,329.84,414.58,,SE,,18.34
006HI,2024-01-16T03:30:00Z,20.072,89.66,0.123,157.5,26.63,20.928,0.0,65.9,67.4,72.6,12.53,-56.13,24.34,-80.47,2.26,331.18,412.17,,SSE,,18.31
006HI,2024-01-16T03:35:00Z,19.883,89.97,0.412,171.0,19.14,20.9,0.0,65.9,67.4,72.6,,-54.86,17.49,-72.35,1.64,337.28,410.23,,S,,18.18
006HI,2024-01-16T03:40:00Z,19.767,90.72,0.571,188.2,15.51,20.872,0.0,65.9,67.4,72.6,12.45,-28.04,14.08,-42.12,1.41,371.57,413.95,,S,,18.2
006HI,2024-01-16T03:45:00Z,19.6,90.87,0.185,204.4,12.61,20.822,0.0,65.9,67.4,72.6,,-30.78,11.4,-42.18,1.2,373.13,415.23,,SSW,,18.06
006HI,2024-01-16T03:50:00Z,19.544,91.06,0.0,,9.94,20.778,0.0,65.9,67.4,72.6,12.37,-25.12,8.92,-34.04,1.01,381.2,415.32,,,,18.04
006HI,2024-01-16T03:55:00Z,19.522,91.24,0.0,,7.31,20.739,0.0,65.9,67.4,72.6,,-29.7,6.48,-36.18,0.84,378.77,415.02,,,,18.05
006HI,2024-01-16T04:00:00Z,19.55,91.51,0.0,,5.31,20.711,0.0,65.8,67.4,72.6,12.32,-16.38,4.6,-20.98,0.7,395.98,417.17,,,,18.12
006HI,2024-01-16T04:05:00Z,19.622,91.65,0.0,,3.23,20.672,0.0,65.9,67.4,72.6,,-19.68,2.74,-22.41,0.48,394.84,417.64,,,,18.22
006HI,2024-01-16T04:10:00Z,19.667,91.8,0.0,,1.8,20.628,0.0,65.8,67.4,72.6,12.28,-15.15,1.44,-16.59,0.35,401.83,419.04,,,,18.29
006HI,2024-01-16T04:15:00Z,19.722,92.01,0.123,285.2,0.83,20.6,0.0,65.8,67.4,72.6,,-14.79,0.59,-15.38,0.24,403.95,419.75,,WNW,,18.38
006HI,2024-01-16T04:20:00Z,19.878,92.05,0.54,293.9,0.32,20.572,0.0,65.8,67.4,72.6,12.27,-15.18,0.14,-15.33,0.16,404.73,420.44,,WNW,,18.54
006HI,2024-01-16T04:25:00Z,19.95,91.56,0.432,294.8,0.0,20.55,0.0,65.8,67.4,72.6,,-19.45,-0.1,-19.35,0.1,400.2,419.95,,WNW,,18.53
006HI,2024-01-16T04:30:00Z,19.933,90.86,0.664,295.6,0.0,20.528,0.0,65.8,67.4,72.6,12.26,-23.75,-0.26,-23.49,0.04,395.27,419.13,,WNW,,18.39
006HI,2024-01-16T04:35:00Z,19.961,90.2,0.803,298.7,0.0,20.511,0.0,65.8,67.4,72.6,,-21.8,-0.24,-21.55,0.05,397.04,419.02,,WNW,,18.3
006HI,2024-01-16T04:40:00Z,20.006,89.9,1.085,295.0,0.0,20.489,0.0,65.8,67.4,72.6,12.25,-17.26,-0.19,-17.08,0.02,401.94,419.4,,WNW,,18.29
006HI,2024-01-16T04:45:00Z,20.05,89.64,1.43,298.5,0.0,20.478,0.0,65.8,67.4,72.6,,-14.89,-0.14,-14.75,0.03,405.19,420.19,,WNW,,18.28
006HI,2024-01-16T04:50:00Z,20.083,89.25,1.245,306.8,0.0,20.461,0.0,65.8,67.4,72.6,12.25,-16.59,-0.16,-16.43,0.01,403.56,420.25,,NW,,18.25
006HI,2024-01-16T04:55:00Z,20.111,89.23,1.091,301.5,0.0,20.45,0.0,65.8,67.4,72.6,,-15.09,-0.15,-14.94,0.0,405.07,420.21,,WNW,,18.27
006HI,2024-01-16T05:00:00Z,20.061,89.06,0.746,291.1,0.0,20.428,0.0,65.8,67.4,72.6,12.25,-16.67,-0.17,-16.5,0.0,403.11,419.67,,WNW,,18.19
006HI,2024-01-16T05:05:00Z,20.044,88.95,1.806,303.1,0.0,20.422,0.0,65.8,67.4,72.6,,-21.93,-0.24,-21.69,0.0,397.42,419.23,,WNW,,18.15
006HI,2024-01-16T05:10:00Z,20.011,88.32,2.217,303.5,0.0,20.411,0.0,65.8,67.4,72.6,12.24,-23.33,-0.25,-23.09,0.01,395.39,418.6,,WNW,,18.01
006HI,2024-01-16T05:15:00Z,20.033,88.3,1.415,300.3,0.0,20.4,0.0,65.8,67.4,72.6,,-20.97,-0.21,-20.76,0.0,397.59,418.39,,WNW,,18.03
006HI,2024-01-16T05:20:00Z,20.011,88.52,1.399,301.0,0.0,20.389,0.0,65.8,67.4,72.6,12.24,-22.74,-0.23,-22.51,0.0,395.31,417.9,,WNW,,18.04
006HI,2024-01-16T05:25:00Z,19.95,88.53,0.53,287.0,0.0,20.389,0.0,65.8,67.4,72.6,,-38.41,-0.46,-37.95,0.0,377.1,415.2,,WNW,,17.99
006HI,2024-01-16T05:30:00Z,19.789,88.43,0.108,291.3,0.0,20.389,0.0,65.8,67.4,72.6,12.24,-55.68,-0.8,-54.88,0.0,354.72,410.08,,WNW,,17.81
006HI,2024-01-16T05:35:00Z,19.594,88.48,0.072,303.8,0.0,20.378,0.0,65.8,67.4,72.6,,-49.06,-0.68,-48.38,0.0,,408.48,,NW,,17.63
006HI,2024-01-16T05:40:00Z,19.439,88.93,0.108,289.0,0.0,20.378,0.0,65.8,67.4,72.6,12.24,-47.55,-0.65,-46.9,0.0,361.68,408.56,,WNW,,17.55
006HI,2024-01-16T05:45:00Z,19.356,89.12,0.0,,0.0,20.361,0.0,65.8,67.4,72.6,,-39.57,-0.52,-39.05,0.0,368.7,407.88,,,,17.51
006HI,2024-01-16T05:50:00Z,19.289,89.55,0.021,282.0,0.0,20.328,0.0,65.8,67.4,72.6,12.23,-25.41,-0.3,-25.12,0.03,385.17,410.27,,WNW,,17.52
006HI,2024-01-16T05:55:00Z,19.256,89.83,0.0,,0.0,20.311,0.0,65.8,67.4,72.6,,-21.04,-0.25,-20.79,0.06,391.4,412.06,,,,17.53
006HI,2024-01-16T06:00:00Z,19.278,90.27,0.041,278.7,0.0,20.278,0.0,65.7,67.4,72.6,12.23,-29.43,-0.28,-29.15,0.06,382.62,411.81,,W,,17.63
006HI,2024-01-16T06:05:00Z,19.267,90.26,0.201,222.9,0.0,20.25,0.0,65.7,67.4,72.6,,-32.44,-0.33,-32.11,0.02,378.13,410.6,,SW,,17.62
006HI,2024-01-16T06:10:00Z,19.167,90.22,0.165,221.5,0.0,20.239,0.0,65.8,67.4,72.6,12.23,-36.96,-0.37,-36.59,0.01,373.1,410.06,,SW,,17.51
006HI,2024-01-16T06:15:00Z,19.044,90.18,0.54,226.2,0.0,20.222,0.0,65.8,67.4,72.6,,-40.66,-0.4,-40.26,0.0,368.79,409.4,,SW,,17.39
006HI,2024-01-16T06:20:00Z,18.922,90.3,0.731,221.5,0.0,20.2,0.0,65.8,67.4,72.6,12.23,-52.81,-0.55,-52.26,0.0,355.38,407.92,,SW,,17.29
006HI,2024-01-16T06:25:00Z,18.856,90.46,1.065,218.4,0.0,20.189,0.0,65.7,67.4,72.6,,-47.94,-0.5,-47.44,0.0,359.86,407.47,,SW,,17.25
006HI,2024-01-16T06:30:00Z,18.778,90.63,0.689,224.8,0.0,20.172,0.0,65.8,67.4,72.6,12.22,-52.17,-0.52,-51.64,0.0,354.91,406.55,,SW,,17.2
006HI,2024-01-16T06:35:00Z,18.683,90.67,0.72,224.5,0.0,20.161,0.0,65.8,67.4,72.6,,-70.93,-0.75,-70.18,0.0,332.91,403.35,,SW,,17.12
006HI,2024-01-16T06:40:00Z,18.567,90.82,0.787,223.3,0.0,20.15,0.0,65.7,67.4,72.6,12.22,-73.26,-0.74,-72.52,0.0,329.14,401.88,,SW,,17.03
006HI,2024-01-16T06:45:00Z,18.4,90.88,0.803,223.4,0.0,20.128,0.0,65.8,67.4,72.5,,-71.69,-0.71,-70.98,0.0,329.12,400.34,,SW,,16.87
006HI,2024-01-16T06:50:00Z,18.233,91.29,0.952,222.0,0.0,20.111,0.0,65.7,67.3,72.6,12.22,-69.7,-0.67,-69.03,0.0,330.61,399.91,,SW,,16.78
006HI,2024-01-16T06:55:00Z,18.106,91.46,0.998,221.0,0.0,20.089,0.0,65.8,67.3,72.6,,-67.0,-0.64,-66.36,0.01,333.11,399.97,,SW,,16.68
006HI,2024-01-16T07:00:00Z,18.028,91.83,1.188,215.4,0.0,20.061,0.0,65.7,67.3,72.6,12.21,-67.76,-0.69,-67.07,0.04,333.15,400.43,,SW,,16.67
006HI,2024-01-16T07:05:00Z,17.95,91.96,1.152,218.8,0.0,20.028,0.0,65.7,67.4,72.5,,-69.51,-0.69,-68.82,0.03,330.29,399.32,,SW,,16.61
006HI,2024-01-16T07:10:00Z,17.856,91.95,0.89,227.4,0.0,20.0,0.0,65.7,67.3,72.5,12.21,-69.82,-0.63,-69.19,0.02,328.3,397.88,,SW,,16.52
006HI,2024-01-16T07:15:00Z,17.794,92.27,1.379,217.9,0.0,19.978,0.0,65.7,67.3,72.5,,-69.03,-0.64,-68.38,0.06,329.67,398.48,,SW,,16.51
006HI,2024-01-16T07:20:00Z,17.778,92.4,1.41,214.2,0.0,19.95,0.0,65.7,67.3,72.6,12.21,-68.51,-0.69,-67.82,0.07,330.39,398.47,,SW,,16.52
006HI,2024-01-16T07:25:00Z,17.756,92.13,1.497,217.6,0.0,19.922,0.0,65.7,67.3,72.6,,-69.28,-0.8,-68.48,0.03,330.0,398.39,,SW,,16.45
006HI,2024-01-16T07:30:00Z,17.633,91.83,1.554,211.9,0.0,19.889,0.0,65.7,67.4,72.6,12.21,-71.22,-0.96,-70.26,0.03,327.72,397.93,,SSW,,16.28
006HI,2024-01-16T07:35:00Z,17.6,91.37,2.212,200.5,0.0,19.861,0.0,65.7,67.4,72.6,,-73.39,-0.96,-72.42,0.01,325.33,397.78,,SSW,,16.17
006HI,2024-01-16T07:40:00Z,17.489,90.6,1.903,204.0,0.0,19.839,0.0,65.7,67.3,72.5,12.2,-75.0,-0.91,-74.08,0.0,322.39,396.42,,SSW,,15.92
006HI,2024-01-16T07:45:00Z,17.256,89.83,2.382,201.9,0.0,19.822,0.0,65.7,67.3,72.6,,-75.67,-0.86,-74.81,0.0,319.72,394.72,,SSW,,15.56
006HI,2024-01-16T07:50:00Z,16.922,89.65,2.768,199.7,0.0,19.8,0.0,65.7,67.3,72.6,12.2,-75.59,-0.79,-74.8,0.0,317.93,393.25,,SSW,,15.2
006HI,2024-01-16T07:55:00Z,16.689,89.34,2.793,199.0,0.0,19.778,0.0,65.7,67.3,72.6,,-75.13,-0.72,-74.41,0.0,317.4,392.23,,SSW,,14.91
006HI,2024-01-16T08:00:00Z,16.644,88.8,1.718,205.4,0.0,19.761,0.0,65.7,67.3,72.6,12.2,-74.98,-0.68,-74.3,0.0,316.78,391.41,,SSW,,14.77
006HI,2024-01-16T08:05:00Z,16.428,86.19,1.584,214.1,0.0,19.739,0.0,65.7,67.3,72.6,,-77.31,-0.72,-76.58,0.0,313.31,390.31,,SW,,14.09
006HI,2024-01-16T08:10:00Z,16.272,85.97,1.651,216.0,0.0,19.722,0.0,65.7,67.4,72.6,12.19,-76.74,-0.73,-76.01,0.0,313.57,389.78,,SW,,13.9
006HI,2024-01-16T08:15:00Z,16.3,86.27,2.197,201.1,0.0,19.689,0.0,65.7,67.3,72.6,,-76.01,-0.69,-75.31,0.0,314.1,389.64,,SSW,,13.98
006HI,2024-01-16T08:20:00Z,16.8,84.04,2.901,191.1,0.0,19.661,0.0,65.7,67.3,72.5,12.19,-76.87,-0.62,-76.25,0.08,313.85,390.56,,S,,14.07
006HI,2024-01-16T08:25:00Z,17.028,82.46,2.896,194.8,0.0,19.622,0.0,65.7,67.4,72.5,,-77.18,-0.65,-76.54,0.0,313.45,390.47,,SSW,,14.0
006HI,2024-01-16T08:30:00Z,17.15,81.4,2.927,192.3,0.0,19.578,0.0,65.7,67.4,72.6,12.18,-77.34,-0.64,-76.71,0.0,313.0,390.33,,SSW,,13.91
006HI,2024-01-16T08:35:00Z,17.172,80.85,3.009,190.6,0.0,19.55,0.0,65.7,67.4,72.6,,-77.75,-0.62,-77.13,0.0,312.86,390.49,,S,,13.83
006HI,2024-01-16T08:40:00Z,17.089,80.21,3.097,191.8,0.0,19.522,0.0,65.7,67.3,72.5,12.18,-77.78,-0.67,-77.11,0.0,312.36,389.99,,SSW,,13.63
006HI,2024-01-16T08:45:00Z,17.039,80.69,3.107,189.5,0.0,19.5,0.0,65.7,67.3,72.5,,-77.54,-0.65,-76.89,0.0,312.31,389.64,,S,,13.67
006HI,2024-01-16T08:50:00Z,17.122,80.85,2.948,190.3,0.0,19.472,0.0,65.7,67.3,72.5,12.18,-77.88,-0.65,-77.23,0.0,312.36,390.03,,S,,13.78
006HI,2024-01-16T08:55:00Z,17.206,80.9,2.793,190.8,0.0,19.439,0.0,65.7,67.3,72.5,,-77.56,-0.62,-76.94,0.0,312.66,389.83,,S,,13.87
006HI,2024-01-16T09:00:00Z,17.272,80.42,3.03,194.5,0.0,19.422,0.0,65.7,67.3,72.5,12.18,-77.69,-0.62,-77.08,0.0,313.2,390.34,,SSW,,13.84
006HI,2024-01-16T09:05:00Z,17.233,80.14,2.804,192.6,0.0,19.389,0.0,65.7,67.3,72.5,,-77.45,-0.63,-76.82,0.0,312.8,389.52,,SSW,,13.75
006HI,2024-01-16T09:10:00Z,17.278,80.77,2.768,193.5,0.0,19.372,0.0,65.7,67.3,72.5,12.18,-77.3,-0.61,-76.7,0.0,313.06,389.62,,SSW,,13.92
006HI,2024-01-16T09:15:00Z,17.244,81.12,2.907,194.9,0.0,19.35,0.0,65.7,67.3,72.6,,-78.19,-0.63,-77.56,0.0,312.38,389.78,,SSW,,13.95
006HI,2024-01-16T09:20:00Z,17.256,81.15,2.793,190.5,0.0,19.322,0.0,65.7,67.3,72.6,12.18,-78.48,-0.64,-77.84,0.0,311.81,389.56,,S,,13.97
006HI,2024-01-16T09:25:00Z,16.95,82.49,2.809,188.2,0.0,19.3,0.0,65.7,67.3,72.6,,-77.83,-0.66,-77.17,0.0,311.58,388.76,,S,,13.92
006HI,2024-01-16T09:30:00Z,16.961,83.45,2.577,188.5,0.0,19.278,0.0,65.7,67.3,72.5,12.18,-76.95,-0.61,-76.34,0.0,312.6,389.15,,S,,14.12
006HI,2024-01-16T09:35:00Z,17.039,83.87,3.154,189.2,0.0,19.261,0.0,65.7,67.3,72.5,,-77.15,-0.64,-76.51,0.0,313.41,390.03,,S,,14.27
006HI,2024-01-16T09:40:00Z,17.411,81.17,3.241,189.5,0.0,19.228,0.0,65.7,67.3,72.5,12.17,-78.81,-0.61,-78.2,0.0,313.01,391.15,,S,,14.12
006HI,2024-01-16T09:45:00Z,17.483,79.92,3.092,190.8,0.0,19.2,0.0,65.7,67.3,72.5,,-79.15,-0.63,-78.52,0.0,312.69,391.07,,S,,13.95
006HI,2024-01-16T09:50:00Z,17.833,79.57,3.056,194.8,0.0,19.172,0.0,65.7,67.3,72.5,12.17,-79.31,-0.61,-78.71,0.0,313.25,392.07,,SSW,,14.23
006HI,2024-01-16T09:55:00Z,17.622,79.95,2.737,192.2,0.0,19.15,0.0,65.7,67.3,72.5,,-78.55,-0.66,-77.88,0.0,313.03,390.97,,SSW,,14.1
