# STATION: 027HI
# STATION NAME: Lalamilo
# LATITUDE: 20.0195
# LONGITUDE: -155.6771
# ELEVATION [ft]: 2631.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,soil_temp_set_1,soil_temp_set_2,soil_temp_set_3,soil_temp_set_4,soil_temp_set_5,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,soil_moisture_set_4,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Celsius,Celsius,Celsius,Celsius,Celsius,Millimeters,%,%,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
027HI,2024-01-16T03:40:00Z,91910.0,18.361,90.7,0.304,214.7,1.775,20.52,19.633,18.361,19.6,,19.172,0.0,29.1,40.5,39.3,,13.26,-60.66,17.31,-77.98,3.21,329.04,407.02,,SW,,16.8,101170.97,100881.61,
027HI,2024-01-16T03:45:00Z,91910.0,18.139,91.6,0.278,218.5,,15.59,19.622,18.378,19.572,,19.178,0.0,29.1,40.5,39.3,,13.18,-61.63,13.69,-75.32,1.9,330.22,405.54,,SW,,16.74,101170.97,100888.71,
027HI,2024-01-16T03:50:00Z,91920.0,17.922,92.5,0.175,18.99,1.168,11.2,19.572,18.361,19.528,,19.2,0.0,29.1,40.5,39.3,,13.18,-65.4,9.6,-75.0,1.6,329.48,404.48,,NNE,,16.68,101181.98,100906.64,
027HI,2024-01-16T03:55:00Z,91920.0,17.761,93.2,0.077,225.8,0.833,7.36,19.533,18.4,19.578,,19.211,0.0,29.1,40.4,39.3,,13.09,-67.4,5.8,-73.2,1.56,329.7,402.9,,SW,,16.64,101181.98,100911.81,
027HI,2024-01-16T04:00:00Z,91920.0,17.589,93.8,0.278,232.3,1.111,3.93,19.528,18.4,19.578,,19.189,0.0,29.1,40.4,39.3,,13.11,-69.51,2.72,-72.23,1.21,330.64,402.86,,SW,,16.57,101181.98,100917.34,
027HI,2024-01-16T04:05:00Z,91930.0,17.439,94.6,0.705,233.9,2.33,0.95,19.456,18.422,19.572,,19.189,0.0,29.1,40.4,39.3,,13.13,-72.11,0.07,-72.18,0.88,330.26,402.44,,SW,,16.56,101192.99,100933.14,
027HI,2024-01-16T04:10:00Z,91930.0,17.439,95.6,1.327,229.2,3.164,0.0,19.422,18.411,19.589,,19.189,0.0,29.1,40.4,39.3,,13.06,-72.8,-1.69,-71.11,1.13,331.39,402.5,,SW,,16.72,101192.99,100933.13,
027HI,2024-01-16T04:15:00Z,91940.0,17.439,95.7,1.291,231.4,2.608,0.0,19.417,18.45,19.578,,19.211,0.0,29.1,40.4,39.3,,13.05,-73.62,-3.14,-70.48,0.89,332.28,402.77,,SW,,16.74,101203.99,100944.11,
027HI,2024-01-16T04:20:00Z,91950.0,17.422,96.2,1.091,234.2,2.33,0.0,19.378,18.428,19.589,,19.189,0.0,29.1,40.4,39.3,,13.04,-75.17,-4.21,-70.96,0.55,331.56,402.52,,SW,,16.81,101215.0,100955.63,
027HI,2024-01-16T04:25:00Z,91960.0,17.311,96.4,0.993,229.4,2.109,0.0,19.339,18.461,19.578,,19.211,0.0,29.1,40.4,39.3,,13.03,-73.56,-4.77,-68.79,0.18,333.02,401.81,,SW,,16.73,101226.01,100970.19,
027HI,2024-01-16T04:30:00Z,91960.0,17.289,96.8,1.178,221.4,2.33,0.0,19.3,18.461,19.589,,19.189,0.0,29.1,40.4,39.3,,13.03,-74.13,-4.78,-69.35,0.14,332.73,402.08,,SW,,16.77,101226.01,100970.89,
027HI,2024-01-16T04:35:00Z,91960.0,17.272,97.0,0.875,229.6,2.387,0.0,19.272,18.478,19.578,,19.178,0.0,29.1,40.4,39.3,,13.02,-74.02,-4.95,-69.07,0.14,332.76,401.83,,SW,,16.79,101226.01,100971.44,
027HI,2024-01-16T04:40:00Z,91970.0,17.178,96.9,0.01,219.6,0.556,0.0,19.244,18.5,19.572,,19.178,0.0,29.1,40.4,39.3,,13.02,-69.36,-5.38,-63.98,0.0,335.9,399.88,,SW,,16.68,101237.02,100985.46,
027HI,2024-01-16T04:45:00Z,91980.0,17.1,97.1,0.19,223.4,1.389,0.0,19.222,18.5,19.572,,19.172,0.0,29.1,40.4,39.3,,13.06,-54.35,-4.29,-50.06,0.0,350.16,400.22,,SW,,16.63,101248.02,100998.95,
027HI,2024-01-16T04:50:00Z,91990.0,17.128,97.6,0.108,305.8,0.833,0.0,19.167,18.511,19.578,,19.172,0.0,29.1,40.4,39.3,,13.08,-70.67,-4.87,-65.8,0.03,333.73,399.53,,NW,,16.74,101259.03,101009.02,
027HI,2024-01-16T04:55:00Z,91990.0,17.161,97.8,0.185,296.8,1.055,0.0,19.15,18.522,19.572,,19.172,0.0,29.1,40.4,39.3,,13.02,-67.49,-5.04,-62.45,0.36,334.6,397.05,,WNW,,16.81,101259.03,101007.96,
027HI,2024-01-16T05:00:00Z,92000.0,17.111,97.8,0.015,178.0,0.442,0.0,19.167,18.539,19.572,,19.15,0.0,29.1,40.4,39.3,,13.01,-59.94,-4.6,-55.34,0.15,343.05,398.39,,S,,16.76,101270.04,101020.55,
027HI,2024-01-16T05:05:00Z,92010.0,16.928,97.6,0.026,203.8,0.391,0.0,19.144,18.539,19.589,,19.172,0.0,29.1,40.4,39.3,,13.04,-56.19,-4.21,-51.98,0.0,346.16,398.13,,SSW,,16.54,101281.05,101037.46,
027HI,2024-01-16T05:10:00Z,92020.0,16.722,97.5,0.0,,0.0,0.0,19.083,18.522,19.589,,19.15,0.0,29.1,40.4,39.3,,13.07,-64.21,-4.83,-59.37,0.0,336.0,395.37,,,,16.32,101292.06,101055.11,
027HI,2024-01-16T05:15:00Z,92020.0,16.65,97.8,0.149,315.7,1.111,0.0,19.072,18.539,19.578,,19.161,0.0,29.1,40.4,39.3,,13.0,-68.14,-5.24,-62.9,0.0,330.99,393.89,,NW,,16.3,101292.06,101057.44,
027HI,2024-01-16T05:20:00Z,92030.0,16.928,98.7,0.391,317.5,1.389,0.0,19.089,18.539,19.578,,19.122,0.0,29.1,40.4,39.3,,13.0,-66.69,-4.57,-62.12,0.86,334.3,396.41,,NW,,16.72,101303.06,101059.41,
027HI,2024-01-16T05:25:00Z,92040.0,16.972,98.7,0.473,318.8,1.168,0.0,19.061,18.561,19.561,,19.111,0.0,29.1,40.4,39.3,,12.99,-64.14,-4.28,-59.86,0.7,337.0,396.85,,NW,,16.76,101314.07,101068.96,
027HI,2024-01-16T05:30:00Z,92040.0,16.922,98.6,0.087,161.9,1.276,0.0,19.039,18.55,19.561,,19.1,0.0,29.1,40.4,39.3,,12.99,-65.37,-4.3,-61.07,0.08,334.92,395.99,,SSE,,16.7,101314.07,101070.58,
027HI,2024-01-16T05:35:00Z,92040.0,16.572,98.1,0.581,176.3,1.389,0.0,19.017,18.572,19.572,,19.089,0.0,29.1,40.4,39.3,,13.02,-66.03,-4.07,-61.96,0.0,333.59,395.56,,S,,16.27,101314.07,101081.94,
027HI,2024-01-16T05:40:00Z,92050.0,16.472,98.5,0.18,162.4,0.833,0.0,18.967,18.578,19.589,,19.078,0.0,29.1,40.4,39.3,,13.05,-67.44,-4.57,-62.88,0.0,329.98,392.85,,SSE,,16.23,101325.08,101096.16,
027HI,2024-01-16T05:45:00Z,92050.0,16.261,98.4,0.108,171.5,0.612,0.0,18.961,18.578,19.589,,19.089,0.0,29.1,40.4,39.3,,12.99,-65.05,-4.7,-60.35,0.0,330.1,390.45,,S,,16.01,101325.08,101103.02,
027HI,2024-01-16T05:50:00Z,92050.0,16.172,98.6,0.021,222.0,0.391,0.0,18.983,18.578,19.589,,19.039,0.0,29.1,40.4,39.3,,12.98,-63.7,-4.58,-59.11,0.0,330.77,389.88,,SW,,15.95,101325.08,101105.92,
027HI,2024-01-16T05:55:00Z,92050.0,16.078,98.7,0.0,,0.0,0.0,18.972,18.589,19.572,,19.028,0.0,29.1,40.4,39.3,,12.98,-62.69,-4.71,-57.98,0.0,331.46,389.45,,,,15.87,101325.08,101108.98,
027HI,2024-01-16T06:00:00Z,92060.0,15.989,98.7,0.0,,0.0,0.0,18.956,18.578,19.578,,19.028,0.0,29.0,40.4,39.3,,13.02,-61.62,-4.61,-57.01,0.0,331.67,388.68,,,,15.78,101336.09,101122.87,
027HI,2024-01-16T06:05:00Z,92060.0,15.978,99.0,0.17,208.4,0.89,0.0,18.906,18.578,19.572,,19.011,0.0,29.0,40.4,39.3,,13.04,-61.49,-4.05,-57.44,0.0,330.74,388.17,,SSW,,15.82,101336.09,101123.22,
027HI,2024-01-16T06:10:00Z,92060.0,16.089,99.3,0.077,213.4,0.556,0.0,18.889,18.578,19.561,,19.0,0.0,29.0,40.4,39.3,,12.98,-60.68,-3.89,-56.79,0.02,331.1,387.9,,SSW,,15.98,101336.09,101119.6,
027HI,2024-01-16T06:15:00Z,92060.0,15.9,99.1,0.051,203.3,0.664,0.0,18.894,18.6,19.572,,18.989,0.0,29.0,40.4,39.3,,12.97,-60.33,-3.97,-56.36,0.0,331.51,387.87,,SSW,,15.76,101336.09,101125.76,
027HI,2024-01-16T06:20:00Z,92060.0,15.889,99.3,0.015,230.8,0.391,0.0,18.867,18.589,19.572,,18.972,0.0,29.0,40.4,39.3,,12.97,-60.55,-3.99,-56.56,0.0,331.87,388.43,,SW,,15.78,101336.09,101126.12,
027HI,2024-01-16T06:25:00Z,92070.0,15.8,99.2,0.077,225.4,0.664,0.0,18.833,18.589,19.578,,18.961,0.0,29.0,40.4,39.3,,12.97,-59.99,-4.13,-55.86,0.0,333.0,388.86,,SW,,15.67,101347.09,101140.01,
027HI,2024-01-16T06:30:00Z,92070.0,15.95,99.5,0.062,191.9,0.833,0.0,18.806,18.589,19.572,,18.928,0.0,29.0,40.4,39.3,,12.97,-60.97,-3.88,-57.09,0.0,332.03,389.12,,SSW,,15.87,101347.09,101135.11,
027HI,2024-01-16T06:35:00Z,92070.0,15.95,99.5,0.067,224.6,0.941,0.0,18.783,18.589,19.561,,18.928,0.0,29.0,40.4,39.3,,12.96,-60.38,-4.05,-56.34,0.0,332.43,388.76,,SW,,15.87,101347.09,101135.11,
027HI,2024-01-16T06:40:00Z,92070.0,15.861,99.3,0.077,164.0,1.168,0.0,18.761,18.578,19.589,,18.9,0.0,29.0,40.4,39.3,,13.0,-60.28,-4.33,-55.95,0.0,332.38,388.33,,SSE,,15.75,101347.09,101138.02,
027HI,2024-01-16T06:45:00Z,92080.0,16.072,99.6,0.478,193.2,1.055,0.0,18.706,18.6,19.561,,18.828,0.0,29.0,40.4,39.3,,13.03,-63.16,-3.85,-59.31,0.0,331.86,391.17,,SSW,,16.01,101358.1,101142.12,
027HI,2024-01-16T06:50:00Z,92080.0,16.161,99.6,0.077,203.9,0.612,0.0,18.683,18.578,19.561,,18.878,0.0,29.0,40.4,39.3,,12.96,-61.13,-4.18,-56.96,0.05,331.45,388.4,,SSW,,16.1,101358.1,101139.22,
027HI,2024-01-16T06:55:00Z,92080.0,16.011,99.1,0.0,,0.0,0.0,18.694,18.6,19.578,,18.872,0.0,29.0,40.4,39.3,,12.96,-59.68,-4.32,-55.36,0.0,331.64,386.99,,,,15.87,101358.1,101144.11,
027HI,2024-01-16T07:00:00Z,92080.0,15.922,99.1,0.0,,0.0,0.0,18.678,18.589,19.561,,18.811,0.0,29.0,40.4,39.3,,12.95,-56.89,-3.67,-53.23,0.0,333.78,387.01,,,,15.78,101358.1,101147.02,
027HI,2024-01-16T07:05:00Z,92080.0,15.978,99.4,0.0,,0.0,0.0,18.656,18.622,19.561,,18.822,0.0,29.0,40.4,39.3,,12.95,-56.18,-3.55,-52.63,0.0,334.29,386.91,,,,15.88,101358.1,101145.19,
027HI,2024-01-16T07:10:00Z,92090.0,15.728,98.9,0.108,195.3,0.612,0.0,18.644,18.589,19.589,,18.8,0.0,29.0,40.4,39.3,,12.99,-57.47,-3.9,-53.57,0.0,332.63,386.2,,SSW,,15.55,101369.11,101164.34,
027HI,2024-01-16T07:15:00Z,92090.0,15.822,99.3,0.051,199.7,0.556,0.0,18.594,18.589,19.578,,18.761,0.0,29.0,40.4,39.3,,13.02,-60.41,-3.94,-56.46,0.0,329.92,386.38,,SSW,,15.71,101369.11,101161.26,
027HI,2024-01-16T07:20:00Z,92090.0,15.578,98.9,0.0,,0.0,0.0,18.583,18.6,19.539,,18.75,0.0,29.0,40.4,39.3,,12.95,-59.54,-4.7,-54.84,0.0,329.05,383.88,,,,15.4,101369.11,101169.24,
027HI,2024-01-16T07:25:00Z,92090.0,15.511,99.0,0.17,323.1,1.055,0.0,18.606,18.611,19.561,,18.772,0.0,29.0,40.4,39.3,,12.95,-59.76,-4.51,-55.24,0.0,329.6,384.85,,NW,,15.35,101369.11,101171.43,
027HI,2024-01-16T07:30:00Z,92090.0,15.711,99.5,0.0,,0.0,0.0,18.578,18.589,19.55,,18.728,0.0,29.0,40.4,39.3,,12.94,-59.74,-4.13,-55.61,0.02,329.48,385.09,,,,15.63,101369.11,101164.89,
027HI,2024-01-16T07:35:00Z,92090.0,15.472,99.0,0.015,310.7,0.499,0.0,18.556,18.6,19.572,,18.661,0.0,29.0,40.4,39.3,,12.98,-59.47,-4.37,-55.1,0.0,329.4,384.5,,NW,,15.31,101369.11,101172.71,
027HI,2024-01-16T07:40:00Z,92090.0,15.572,99.5,0.0,,0.0,0.0,18.5,18.589,19.572,,18.689,0.0,29.0,40.4,39.3,,13.01,-60.34,-4.23,-56.11,0.0,328.36,384.47,,,,15.49,101369.11,101169.43,
027HI,2024-01-16T07:45:00Z,92090.0,15.578,99.5,0.021,177.5,0.391,0.0,18.483,18.578,19.561,,18.678,0.0,29.0,40.4,39.3,,12.94,-60.45,-3.95,-56.5,0.55,328.5,385.0,,S,,15.5,101369.11,101169.24,
027HI,2024-01-16T07:50:00Z,92090.0,15.611,99.6,0.113,199.9,0.612,0.0,18.494,18.572,19.561,,18.65,0.0,29.0,40.4,39.3,,12.94,-59.92,-4.11,-55.81,0.16,328.87,384.68,,SSW,,15.55,101369.11,101168.16,
027HI,2024-01-16T07:55:00Z,92090.0,15.561,99.6,0.17,191.6,0.777,0.0,18.467,18.578,19.572,,18.628,0.0,29.0,40.4,39.3,,12.93,-60.6,-3.99,-56.6,0.0,328.56,385.17,,SSW,,15.5,101369.11,101169.79,
027HI,2024-01-16T08:00:00Z,92090.0,15.578,99.8,0.062,203.6,0.442,0.0,18.439,18.589,19.578,,18.628,0.0,29.0,40.4,39.3,,12.93,-60.93,-4.07,-56.86,0.0,328.43,385.29,,SSW,,15.55,101369.11,101169.23,
027HI,2024-01-16T08:05:00Z,92080.0,15.378,99.5,0.201,195.3,0.941,0.0,18.422,18.572,19.539,,18.578,0.0,29.0,40.4,39.3,,12.93,-59.37,-4.3,-55.07,0.0,329.19,384.26,,SSW,,15.3,101358.1,101164.8,
027HI,2024-01-16T08:10:00Z,92080.0,15.511,99.9,0.077,202.6,0.72,0.0,18.406,18.55,19.561,,18.578,0.0,29.0,40.4,39.3,,12.93,-55.18,-3.58,-51.59,0.0,334.14,385.73,,SSW,,15.5,101358.1,101160.44,
027HI,2024-01-16T08:15:00Z,92080.0,15.3,99.7,0.0,,0.0,0.0,18.383,18.578,19.572,,18.572,0.0,29.0,40.4,39.3,,12.97,-57.51,-4.44,-53.07,0.0,330.83,383.9,,,,15.25,101358.1,101167.35,
027HI,2024-01-16T08:20:00Z,92080.0,15.261,99.7,0.0,,0.0,0.0,18.339,18.561,19.561,,18.539,0.0,29.0,40.4,39.3,,13.0,-60.91,-4.31,-56.6,0.0,327.15,383.75,,,,15.21,101358.1,101168.63,
027HI,2024-01-16T08:25:00Z,92080.0,15.639,100.0,0.0,,0.0,0.0,18.333,18.561,19.55,,18.511,0.0,29.0,40.3,39.3,,12.93,-60.41,-3.95,-56.46,0.64,326.86,383.32,,,,15.64,101358.1,101156.25,
027HI,2024-01-16T08:30:00Z,92080.0,15.639,100.0,0.01,331.4,0.278,0.0,18.344,18.55,19.561,,18.478,0.0,29.0,40.3,39.3,,12.92,-60.31,-4.31,-55.99,0.87,327.17,383.16,,NNW,,15.64,101358.1,101156.25,
027HI,2024-01-16T08:35:00Z,92070.0,15.689,100.0,0.026,206.1,0.612,0.0,18.322,18.539,19.55,,18.478,0.0,28.9,40.3,39.3,,12.92,-60.11,-4.03,-56.08,0.48,328.27,384.35,,SSW,,15.69,101347.09,101143.63,
027HI,2024-01-16T08:40:00Z,92070.0,15.628,100.0,0.026,231.8,0.612,0.0,18.3,18.572,19.572,,18.461,0.0,28.9,40.3,39.3,,12.92,-46.49,-3.15,-43.34,0.0,341.78,385.12,,SW,,15.63,101347.09,101145.62,
027HI,2024-01-16T08:45:00Z,92060.0,15.861,100.0,0.082,315.9,0.664,0.0,18.272,18.539,19.55,,18.45,0.0,28.9,40.3,39.3,,12.91,-43.37,-3.19,-40.18,0.53,347.27,387.44,,NW,,15.86,101336.09,101127.03,
027HI,2024-01-16T08:50:00Z,92060.0,16.289,100.0,0.977,317.5,1.61,0.0,18.228,18.522,19.55,,18.4,0.0,28.9,40.3,39.3,,12.92,-20.57,-1.53,-19.03,1.01,376.11,395.14,,NW,,16.29,101336.09,101113.08,
027HI,2024-01-16T08:55:00Z,92060.0,16.639,100.0,0.741,319.0,2.222,0.0,18.178,18.522,19.539,,18.422,0.0,28.9,40.3,39.3,,12.91,-8.55,-0.65,-7.9,0.57,391.34,399.24,,NW,,16.64,101336.09,101101.71,
027HI,2024-01-16T09:00:00Z,92060.0,16.722,100.0,0.36,326.8,1.332,0.0,18.139,18.522,19.55,,18.378,0.0,28.9,40.3,39.3,,12.91,-3.36,-0.29,-3.08,0.0,397.55,400.62,,NNW,,16.72,101336.09,101099.01,
027HI,2024-01-16T09:05:00Z,92060.0,16.878,100.0,0.309,313.6,1.168,0.0,18.117,18.511,19.55,,18.372,0.0,28.9,40.3,39.3,,12.91,-1.32,-0.23,-1.09,0.0,400.91,,,NW,,16.88,101336.09,101093.96,
027HI,2024-01-16T09:10:00Z,92060.0,16.928,100.0,0.417,278.8,1.111,0.0,18.106,18.528,19.572,,18.378,0.0,28.9,40.3,39.3,,12.91,-0.78,-0.12,-0.66,0.0,402.25,402.91,,W,,16.93,101336.09,101092.34,
027HI,2024-01-16T09:15:00Z,92060.0,17.078,100.0,0.01,287.5,0.499,0.0,18.1,18.511,19.55,,18.322,0.0,28.9,40.3,39.3,,12.91,-2.21,-0.2,-2.01,0.0,401.29,403.3,,WNW,,17.08,101336.09,101087.48,
027HI,2024-01-16T09:20:00Z,92050.0,17.078,100.0,0.062,308.2,0.833,0.0,18.1,18.5,19.55,,18.339,0.0,28.9,40.3,39.3,,12.91,-13.72,-0.71,-13.02,0.0,390.16,403.18,,NW,,17.08,101325.08,101076.5,
027HI,2024-01-16T09:25:00Z,92060.0,16.978,100.0,0.01,191.1,0.391,0.0,18.106,18.489,19.578,,18.3,0.0,28.9,40.3,39.3,,12.94,-13.54,-0.95,-12.6,0.0,389.88,402.48,,S,,16.98,101336.09,101090.72,
027HI,2024-01-16T09:30:00Z,92050.0,16.872,100.0,0.216,313.0,1.168,0.0,18.083,18.489,19.55,,18.328,0.0,28.9,40.3,39.3,,12.97,-44.47,-2.28,-42.19,0.0,357.69,399.89,,NW,,16.87,101325.08,101083.17,
027HI,2024-01-16T09:35:00Z,92060.0,16.789,100.0,0.098,322.5,0.777,0.0,18.106,18.5,19.572,,18.278,0.0,28.9,40.3,39.3,,12.91,-49.26,-3.1,-46.16,0.0,350.98,397.14,,NW,,16.79,101336.09,101096.84,
027HI,2024-01-16T09:40:00Z,92060.0,16.639,100.0,0.468,318.4,1.497,0.0,18.156,18.478,19.539,,18.239,0.0,28.9,40.3,39.3,,12.9,-33.46,-2.53,-30.94,0.0,366.42,397.35,,NW,,16.64,101336.09,101101.71,
027HI,2024-01-16T09:45:00Z,92060.0,16.739,100.0,0.01,282.3,0.777,0.0,18.161,18.478,19.561,,18.228,0.0,28.9,40.3,39.3,,12.9,-21.72,-1.55,-20.17,0.0,378.97,399.14,,WNW,,16.74,101336.09,101098.46,
027HI,2024-01-16T09:50:00Z,92060.0,16.661,100.0,0.031,202.9,0.612,0.0,18.15,18.478,19.55,,18.228,0.0,28.9,40.3,39.3,,12.94,-26.98,-1.71,-25.28,0.0,373.21,398.48,,SSW,,16.66,101336.09,101100.99,
027HI,2024-01-16T09:55:00Z,92060.0,16.589,100.0,0.015,237.6,0.612,0.0,18.122,18.461,19.55,,18.222,0.0,28.9,40.3,39.3,,12.96,-22.28,-1.55,-20.73,0.0,377.58,398.31,,WSW,,16.59,101336.09,101103.33,
