# STATION: 027HI
# STATION NAME: Lalamilo
# LATITUDE: 20.0195
# LONGITUDE: -155.6771
# ELEVATION [ft]: 2631.0
# STATE: HI
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,soil_temp_set_1,soil_temp_set_2,soil_temp_set_3,soil_temp_set_4,soil_temp_set_5,precip_accum_five_minute_set_1,soil_moisture_set_1,soil_moisture_set_2,soil_moisture_set_3,soil_moisture_set_4,volt_set_1,net_radiation_set_1,net_radiation_sw_set_1,net_radiation_lw_set_1,outgoing_radiation_sw_set_1,incoming_radiation_lw_set_1,outgoing_radiation_lw_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temperature_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,W/m**2,Celsius,Celsius,Celsius,Celsius,Celsius,Millimeters,%,%,%,%,volts,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,W/m**2,Celsius,code,Celsius,Celsius,Pascals,Pascals,Celsius
027HI,2024-01-15T10:05:00Z,92220.0,12.139,98.9,0.057,50.68,0.664,0.0,17.361,18.1,19.672,,17.539,0.0,30.1,41.0,39.5,,12.96,-67.03,-4.63,-62.41,0.0,301.07,363.48,,NE,,11.97,101512.21,101426.1,
027HI,2024-01-15T10:10:00Z,92220.0,11.978,98.8,0.684,90.1,1.055,0.0,17.333,18.078,19.672,,17.528,0.0,30.1,41.0,39.5,,12.89,-65.15,-4.45,-60.7,0.0,301.69,362.39,,E,,11.79,101512.21,101431.51,
027HI,2024-01-15T10:15:00Z,92220.0,12.022,99.3,0.633,103.0,0.89,0.0,17.339,18.078,19.678,,17.528,0.0,30.1,41.0,39.5,,12.88,-65.19,-4.31,-60.87,0.08,302.2,363.08,,ESE,,11.91,101512.21,101430.03,
027HI,2024-01-15T10:20:00Z,92230.0,11.878,99.2,0.731,45.69,0.998,0.0,17.3,18.061,19.661,,17.5,0.0,30.1,41.0,39.5,,12.88,-65.72,-4.08,-61.64,0.0,302.26,363.91,,NE,,11.75,101523.21,101445.87,
027HI,2024-01-15T10:25:00Z,92220.0,11.85,99.3,0.165,46.3,0.664,0.0,17.267,18.05,19.678,,17.472,0.0,30.1,41.0,39.5,,12.88,-67.7,-4.57,-63.13,0.0,301.45,364.58,,NE,,11.74,101512.21,101435.81,
027HI,2024-01-15T10:30:00Z,92220.0,11.961,99.6,0.576,103.1,0.998,0.0,17.233,18.028,19.672,,17.461,0.0,30.1,41.0,39.5,,12.87,-67.14,-4.49,-62.65,0.0,301.52,364.18,,ESE,,11.9,101512.21,101432.08,
027HI,2024-01-15T10:35:00Z,92210.0,11.95,99.5,0.37,93.5,0.89,0.0,17.211,18.061,19.672,,17.439,0.0,30.1,41.0,39.5,,12.87,-66.1,-4.47,-61.62,0.0,301.35,362.97,,E,,11.87,101501.2,101421.45,
027HI,2024-01-15T10:40:00Z,92190.0,12.05,99.7,0.905,81.7,1.224,0.0,17.183,18.028,19.65,,17.4,0.0,30.1,41.0,39.5,,12.87,-66.38,-4.14,-62.24,0.0,301.86,364.1,,E,,12.0,101479.18,101396.09,
027HI,2024-01-15T10:45:00Z,92190.0,11.978,99.5,0.844,90.2,1.224,0.0,17.156,18.028,19.678,,17.378,0.0,30.1,41.0,39.5,,12.87,-67.18,-4.21,-62.97,0.0,301.2,364.17,,E,,11.9,101479.18,101398.51,
027HI,2024-01-15T10:50:00Z,92190.0,11.8,99.3,0.494,84.4,0.998,0.0,17.133,18.022,19.672,,17.372,0.0,30.1,41.0,39.5,,12.86,-67.38,-4.3,-63.08,0.0,300.5,363.58,,E,,11.69,101479.18,101404.5,
027HI,2024-01-15T10:55:00Z,92190.0,11.6,99.2,0.252,92.0,0.89,0.0,17.117,18.011,19.65,,17.328,0.0,30.1,41.0,39.5,,12.86,-66.74,-4.68,-62.06,0.0,300.89,362.95,,E,,11.48,101479.18,101411.23,
027HI,2024-01-15T11:00:00Z,92180.0,11.65,99.5,0.813,86.1,1.224,0.0,17.1,17.989,19.661,,17.361,0.0,30.1,41.0,39.5,,12.86,-65.66,-4.19,-61.47,0.0,300.87,362.35,,E,,11.57,101468.18,101398.54,
027HI,2024-01-15T11:05:00Z,92180.0,11.5,99.3,0.828,91.0,1.224,0.0,17.083,18.011,19.678,,17.328,0.0,30.1,41.0,39.5,,12.86,-66.0,-4.12,-61.88,0.0,300.29,362.17,,E,,11.39,101468.18,101403.6,
027HI,2024-01-15T11:10:00Z,92180.0,11.578,99.7,0.844,80.1,1.389,0.0,17.061,17.978,19.661,,17.272,0.0,30.1,41.0,39.5,,12.85,-67.98,-4.03,-63.95,0.0,300.24,364.19,,E,,11.53,101468.18,101400.97,
027HI,2024-01-15T11:15:00Z,92170.0,11.322,99.3,0.34,84.3,0.89,0.0,17.033,17.972,19.689,,17.278,0.0,30.1,41.0,39.5,,12.86,-68.33,-4.64,-63.7,0.0,299.2,362.89,,E,,11.21,101457.17,101398.6,
027HI,2024-01-15T11:20:00Z,92180.0,11.411,99.7,0.818,94.7,1.332,0.0,17.017,17.961,19.678,,17.239,0.0,30.1,41.0,39.5,,12.85,-67.94,-4.25,-63.68,0.0,300.0,363.68,,E,,11.37,101468.18,101406.6,
027HI,2024-01-15T11:25:00Z,92180.0,11.25,99.4,0.159,108.5,0.72,0.0,16.994,17.939,19.661,,17.228,0.0,30.1,41.0,39.5,,12.85,-66.75,-4.38,-62.37,0.0,299.67,362.04,,ESE,,11.16,101468.18,101412.03,
027HI,2024-01-15T11:30:00Z,92170.0,10.978,99.2,0.7,68.28,0.998,0.0,16.978,17.95,19.672,,17.2,0.0,30.1,41.0,39.5,,12.85,-66.09,-4.32,-61.77,0.0,299.23,,,ENE,,10.86,101457.17,101410.23,
027HI,2024-01-15T11:35:00Z,92170.0,10.928,99.4,0.55,110.9,1.332,0.0,16.961,17.928,19.672,,17.189,0.0,30.1,41.0,39.5,,12.84,-66.08,-4.37,-61.71,0.0,299.0,360.71,,ESE,,10.84,101457.17,101411.92,
027HI,2024-01-15T11:40:00Z,92170.0,10.7,99.3,0.453,59.19,1.055,0.0,16.95,17.939,19.672,,17.161,0.0,30.1,41.0,39.5,,12.84,-64.64,-4.4,-60.25,0.0,299.97,360.22,,ENE,,10.59,101457.17,101419.64,
027HI,2024-01-15T11:45:00Z,92180.0,10.839,99.7,0.972,90.5,1.332,0.0,16.928,17.922,19.65,,17.128,0.0,30.0,41.0,39.5,,12.84,-35.24,-2.66,-32.57,0.0,331.11,363.68,,E,,10.79,101468.18,101425.93,
027HI,2024-01-15T11:50:00Z,92170.0,10.939,99.9,0.957,81.7,1.224,0.0,16.889,17.911,19.672,,17.139,0.0,30.0,41.0,39.5,,12.84,-27.54,-1.88,-25.66,0.0,340.3,365.96,,E,,10.92,101457.17,101411.54,
027HI,2024-01-15T11:55:00Z,92180.0,10.922,99.8,0.319,76.31,0.941,0.0,16.856,17.9,19.672,,17.111,0.0,30.0,41.0,39.5,,12.84,3.67,-0.28,3.95,0.0,373.91,369.97,,ENE,,10.89,101468.18,101423.12,
027HI,2024-01-15T12:00:00Z,92180.0,11.189,100.0,1.055,82.1,1.389,0.0,16.817,17.889,19.65,,17.1,0.0,30.0,41.0,39.5,,12.83,4.38,-0.13,4.5,0.0,377.74,373.24,,E,,11.19,101468.18,101414.09,
027HI,2024-01-15T12:05:00Z,92180.0,11.372,100.0,0.72,83.6,0.998,0.0,16.783,17.878,19.661,,17.061,0.0,30.0,40.9,39.5,,12.83,1.64,-0.52,2.16,0.0,376.66,374.49,,E,,11.37,101468.18,101407.91,
027HI,2024-01-15T12:10:00Z,92190.0,11.511,100.0,0.88,113.7,1.276,0.0,16.756,17.878,19.672,,17.039,0.0,30.0,40.9,39.5,,12.83,6.86,-0.31,7.17,0.0,383.23,376.05,,ESE,,11.51,101479.18,101414.22,
027HI,2024-01-15T12:15:00Z,92180.0,11.661,100.0,0.782,92.4,1.61,0.0,16.739,17.878,19.65,,17.022,0.0,30.0,40.9,39.5,,12.83,6.42,-0.45,6.88,0.0,383.84,376.97,,E,,11.66,101468.18,101398.17,
027HI,2024-01-15T12:20:00Z,92170.0,11.811,100.0,0.689,107.2,1.332,0.0,16.728,17.839,19.661,,17.011,0.0,30.0,40.9,39.5,,12.87,5.62,-0.53,6.15,0.0,383.94,377.79,,ESE,,11.81,101457.17,101382.12,
027HI,2024-01-15T12:25:00Z,92170.0,11.872,99.9,0.622,121.8,1.055,0.0,16.689,17.839,19.672,,16.989,0.0,30.0,40.9,39.5,,12.89,4.0,-0.66,4.66,0.0,382.75,378.1,,ESE,,11.86,101457.17,101380.07,
027HI,2024-01-15T12:30:00Z,92160.0,11.9,99.7,0.638,72.99,1.497,0.0,16.689,17.828,19.661,,16.961,0.0,30.0,40.9,39.5,,12.83,4.22,-0.88,5.09,0.0,382.62,377.53,,ENE,,11.85,101446.16,101368.13,
027HI,2024-01-15T12:35:00Z,92160.0,11.989,99.6,0.437,102.9,1.497,0.0,16.722,17.839,19.622,,16.961,0.0,30.0,40.9,39.5,,12.82,3.58,-1.02,4.6,0.0,382.94,378.34,,ESE,,11.93,101446.16,101365.14,
027HI,2024-01-15T12:40:00Z,92150.0,12.05,99.5,0.268,107.7,0.89,0.0,16.717,17.778,19.661,,16.922,0.0,30.0,40.9,39.5,,12.86,3.09,-0.96,4.05,0.0,383.1,379.05,,ESE,,11.97,101435.15,101352.1,
027HI,2024-01-15T12:45:00Z,92150.0,12.139,99.5,0.453,104.1,1.055,0.0,16.683,17.811,19.65,,16.922,0.0,30.0,40.9,39.5,,12.89,1.45,-1.05,2.5,0.0,382.03,379.53,,ESE,,12.06,101435.15,101349.11,
027HI,2024-01-15T12:50:00Z,92140.0,12.261,99.5,0.499,85.5,1.111,0.0,16.683,17.778,19.65,,16.9,0.0,30.0,40.9,39.5,,12.82,1.48,-1.08,2.56,0.0,381.56,378.99,,E,,12.18,101424.15,101334.02,
027HI,2024-01-15T12:55:00Z,92140.0,12.339,99.5,0.0,,0.0,0.0,16.717,17.778,19.661,,16.889,0.0,30.0,40.9,39.5,,12.82,-2.26,-1.14,-1.13,0.0,378.86,379.98,,,,12.26,101424.15,101331.41,
027HI,2024-01-15T13:00:00Z,92130.0,12.422,99.4,0.123,73.13,0.941,0.0,16.711,17.75,19.639,,16.861,0.0,30.0,40.9,39.5,,12.85,-6.33,-1.55,-4.78,0.0,375.69,380.47,,ENE,,12.33,101413.14,101317.63,
027HI,2024-01-15T13:05:00Z,92130.0,12.511,99.3,0.504,80.3,1.667,0.0,16.672,17.772,19.65,,16.839,0.0,30.0,40.9,39.5,,12.88,-6.15,-1.76,-4.39,0.0,376.24,380.63,,E,,12.4,101413.14,101314.65,
027HI,2024-01-15T13:10:00Z,92130.0,12.528,98.9,0.37,90.4,1.276,0.0,16.672,17.761,19.672,,16.839,0.0,30.0,40.9,39.5,,12.81,-4.86,-1.79,-3.07,0.0,376.49,379.56,,E,,12.36,101413.14,101314.09,
027HI,2024-01-15T13:15:00Z,92130.0,12.589,99.0,0.0,,0.0,0.0,16.706,17.761,19.639,,16.839,0.0,30.0,40.9,39.5,,12.81,-6.38,-1.65,-4.73,0.0,375.89,380.62,,,,12.43,101413.14,101312.05,
027HI,2024-01-15T13:20:00Z,92140.0,12.628,99.0,0.0,,0.0,0.0,16.706,17.728,19.65,,16.828,0.0,30.0,40.9,39.5,,12.84,-22.86,-2.23,-20.63,0.0,359.31,379.94,,,,12.47,101424.15,101321.74,
027HI,2024-01-15T13:25:00Z,92130.0,12.65,99.0,0.0,,0.0,0.0,16.672,17.7,19.628,,16.8,0.0,30.0,40.9,39.5,,12.87,-49.15,-3.81,-45.34,0.0,331.73,377.07,,,,12.5,101413.14,101310.01,
027HI,2024-01-15T13:30:00Z,92140.0,12.522,98.7,0.283,146.9,1.111,0.0,16.694,17.739,19.661,,16.789,0.0,30.0,40.9,39.5,,12.81,-27.85,-3.3,-24.55,0.0,350.8,375.35,,SSE,,12.32,101424.15,101325.29,
027HI,2024-01-15T13:35:00Z,92140.0,12.539,99.1,0.581,133.6,1.055,0.0,16.744,17.728,19.639,,16.789,0.0,30.0,40.9,39.5,,12.8,-31.43,-2.8,-28.63,0.0,348.32,376.95,,SE,,12.4,101424.15,101324.72,
027HI,2024-01-15T13:40:00Z,92140.0,12.6,99.2,0.453,100.9,0.941,0.0,16.739,17.711,19.661,,16.772,0.0,30.0,40.9,39.5,,12.8,-35.6,-3.23,-32.36,0.0,344.18,376.55,,E,,12.48,101424.15,101322.68,
027HI,2024-01-15T13:45:00Z,92150.0,12.478,99.0,0.334,118.5,0.833,0.0,16.722,17.678,19.661,,16.778,0.0,30.0,40.9,39.5,,12.83,-32.12,-2.71,-29.41,0.0,347.4,376.81,,ESE,,12.32,101435.15,101337.76,
027HI,2024-01-15T13:50:00Z,92160.0,12.411,99.1,0.782,77.96,1.332,0.0,16.689,17.689,19.65,,16.778,0.0,30.0,40.9,39.5,,12.86,-35.91,-3.14,-32.77,0.0,343.33,376.1,,ENE,,12.27,101446.16,101350.99,
027HI,2024-01-15T13:55:00Z,92160.0,12.4,99.3,0.731,100.3,1.111,0.0,16.689,17.65,19.661,,16.739,0.0,30.0,40.9,39.5,,12.8,-26.45,-2.34,-24.1,0.0,351.78,375.88,,E,,12.29,101446.16,101351.36,
027HI,2024-01-15T14:00:00Z,92160.0,12.439,99.4,0.653,96.2,0.998,0.0,16.717,17.661,19.65,,16.75,0.0,30.0,40.9,39.5,,12.79,-29.01,-2.49,-26.52,0.0,349.74,376.26,,E,,12.35,101446.16,101350.05,
027HI,2024-01-15T14:05:00Z,92160.0,12.561,99.6,0.509,110.4,1.332,0.0,16.706,17.661,19.672,,16.75,0.0,30.0,40.9,39.5,,12.79,-31.15,-2.59,-28.57,0.0,348.14,376.71,,ESE,,12.5,101446.16,101345.97,
027HI,2024-01-15T14:10:00Z,92160.0,12.6,99.5,0.108,79.1,0.664,0.0,16.7,17.678,19.639,,16.678,0.0,30.0,40.9,39.5,,12.79,-28.44,-2.55,-25.89,0.0,351.0,376.89,,E,,12.52,101446.16,101344.67,
027HI,2024-01-15T14:15:00Z,92160.0,12.622,99.4,0.504,104.3,0.833,0.0,16.689,17.628,19.65,,16.7,0.0,30.0,40.9,39.5,,12.78,-27.46,-2.51,-24.95,0.0,352.09,377.04,,ESE,,12.53,101446.16,101343.93,
027HI,2024-01-15T14:20:00Z,92160.0,12.628,99.3,0.067,90.0,0.664,0.0,16.689,17.672,19.628,,16.722,0.0,30.0,40.9,39.5,,12.82,-38.52,-3.1,-35.42,0.0,340.63,376.04,,E,,12.52,101446.16,101343.73,
027HI,2024-01-15T14:25:00Z,92170.0,12.65,99.3,0.376,126.2,0.941,0.0,16.656,17.672,19.661,,16.728,0.0,30.0,40.9,39.5,,12.85,-36.72,-3.07,-33.65,0.0,341.89,375.54,,SE,,12.54,101457.17,101353.99,
027HI,2024-01-15T14:30:00Z,92170.0,12.589,99.2,0.694,89.2,1.168,0.0,16.661,17.628,19.639,,16.689,0.0,30.0,40.9,39.5,,12.78,-31.34,-2.79,-28.54,0.0,346.39,374.93,,E,,12.47,101457.17,101356.03,
027HI,2024-01-15T14:35:00Z,92160.0,12.572,99.2,0.813,98.0,1.111,0.0,16.689,17.628,19.65,,16.7,0.0,30.0,40.9,39.5,,12.77,-30.45,-2.75,-27.71,0.0,348.41,376.12,,E,,12.45,101446.16,101345.61,
027HI,2024-01-15T14:40:00Z,92160.0,12.6,99.2,0.489,106.9,0.941,0.0,16.672,17.611,19.65,,16.639,0.0,30.0,40.9,39.5,,12.77,-24.34,-2.5,-21.84,0.0,354.97,376.81,,ESE,,12.48,101446.16,101344.67,
027HI,2024-01-15T14:45:00Z,92160.0,12.622,99.2,0.741,98.9,1.224,0.0,16.661,17.611,19.639,,16.672,0.0,30.0,40.9,39.5,,12.77,-36.49,-2.88,-33.61,0.0,342.66,376.27,,E,,12.5,101446.16,101343.93,
027HI,2024-01-15T14:50:00Z,92160.0,12.578,98.9,0.998,94.0,1.332,0.0,16.656,17.578,19.639,,16.678,0.0,30.0,40.9,39.5,,12.77,-48.24,-3.69,-44.56,0.0,330.37,374.92,,E,,12.41,101446.16,101345.41,
027HI,2024-01-15T14:55:00Z,92170.0,12.428,98.5,0.468,80.6,0.941,0.0,16.65,17.589,19.639,,16.678,0.0,30.0,40.9,39.5,,12.8,-47.59,-4.13,-43.46,0.0,329.9,373.36,,E,,12.2,101457.17,101361.43,
027HI,2024-01-15T15:00:00Z,92160.0,12.361,98.5,0.808,82.7,0.941,0.0,16.617,17.561,19.65,,16.639,0.0,30.0,40.9,39.5,,12.83,-58.04,-4.42,-53.62,0.0,318.01,371.63,,E,,12.13,101446.16,101352.67,
027HI,2024-01-15T15:05:00Z,92160.0,12.172,98.2,0.911,102.1,1.332,0.0,16.622,17.578,19.65,,16.65,0.0,30.0,40.9,39.5,,12.77,-54.93,-4.5,-50.44,0.0,319.27,369.7,,ESE,,11.89,101446.16,101359.01,
027HI,2024-01-15T15:10:00Z,92170.0,11.811,97.9,0.381,88.4,1.055,0.0,16.656,17.55,19.661,,16.639,0.0,30.0,40.9,39.5,,12.76,-64.12,-5.18,-58.94,0.0,309.41,368.35,,E,,11.49,101457.17,101382.14,
027HI,2024-01-15T15:15:00Z,92170.0,11.478,97.8,0.808,102.5,1.111,0.0,16.656,17.578,19.65,,16.639,0.0,30.0,40.9,39.5,,12.76,-61.23,-5.13,-56.1,0.0,311.17,367.27,,ESE,,11.14,101457.17,101393.35,
027HI,2024-01-15T15:20:00Z,92170.0,11.25,98.1,0.828,77.92,1.332,0.0,16.65,17.55,19.628,,16.628,0.0,30.0,40.9,39.5,,12.76,-52.12,-4.34,-47.78,0.0,319.67,367.45,,ENE,,10.96,101457.17,101401.04,
027HI,2024-01-15T15:25:00Z,92170.0,11.161,98.5,0.952,83.1,1.276,0.0,16.639,17.578,19.639,,16.611,0.0,30.0,40.9,39.5,,12.76,-66.8,-4.69,-62.11,0.0,304.59,366.7,,E,,10.93,101457.17,101404.04,
027HI,2024-01-15T15:30:00Z,92170.0,11.061,98.7,0.859,91.0,1.224,0.0,16.617,17.528,19.65,,16.622,0.0,29.9,40.9,39.5,,12.75,-69.51,-4.85,-64.66,0.0,300.61,365.26,,E,,10.86,101457.17,101407.42,
027HI,2024-01-15T15:35:00Z,92170.0,10.922,98.8,0.875,86.8,1.111,0.0,16.6,17.539,19.65,,16.589,0.0,29.9,40.9,39.5,,12.75,-66.68,-4.64,-62.04,0.0,302.4,364.44,,E,,10.74,101457.17,101412.13,
027HI,2024-01-15T15:40:00Z,92160.0,10.811,99.0,1.121,85.6,1.497,0.0,16.583,17.539,19.639,,16.589,0.0,29.9,40.9,39.5,,12.75,-68.21,-4.5,-63.71,0.0,300.6,364.31,,E,,10.66,101446.16,101404.88,
027HI,2024-01-15T15:45:00Z,92170.0,10.778,99.2,0.941,89.5,1.224,0.0,16.567,17.539,19.65,,16.6,0.0,29.9,40.8,39.5,,12.75,-71.34,-4.71,-66.63,0.0,296.97,363.61,,E,,10.66,101457.17,101417.0,
027HI,2024-01-15T15:50:00Z,92170.0,10.739,99.4,0.905,99.7,1.276,0.0,16.55,17.528,19.661,,16.589,0.0,29.9,40.8,39.5,,12.75,-70.94,-4.56,-66.38,0.0,296.65,363.03,,E,,10.65,101457.17,101418.32,
027HI,2024-01-15T15:55:00Z,92160.0,10.6,99.3,0.89,96.9,1.389,0.0,16.533,17.55,19.639,,16.578,0.0,29.9,40.8,39.5,,12.74,-69.84,-4.52,-65.32,0.0,296.54,361.86,,E,,10.49,101446.16,101412.03,
027HI,2024-01-15T16:00:00Z,92160.0,10.6,99.6,0.952,83.0,1.389,0.0,16.517,17.522,19.65,,16.55,0.0,29.9,40.8,39.5,,12.74,-69.82,-4.42,-65.39,0.0,296.28,361.67,,E,,10.54,101446.16,101412.03,
027HI,2024-01-15T16:05:00Z,92160.0,10.589,99.7,0.89,77.93,1.332,0.0,16.494,17.5,19.622,,16.572,0.0,29.9,40.8,39.5,,12.74,-70.04,-4.51,-65.52,0.0,295.73,361.25,,ENE,,10.54,101446.16,101412.4,
027HI,2024-01-15T16:10:00Z,92160.0,10.55,99.8,1.085,82.3,1.389,0.0,16.478,17.5,19.639,,16.55,0.0,29.9,40.8,39.5,,12.74,-70.81,-4.39,-66.42,0.0,295.32,361.74,,E,,10.52,101446.16,101413.72,
027HI,2024-01-15T16:15:00Z,92160.0,10.589,99.9,1.157,83.8,1.554,0.0,16.456,17.511,19.65,,16.539,0.0,29.9,40.8,39.5,,12.73,-71.29,-4.21,-67.07,0.0,294.99,362.06,,E,,10.57,101446.16,101412.4,
027HI,2024-01-15T16:20:00Z,92160.0,10.65,100.0,1.096,85.7,1.667,0.0,16.428,17.489,19.639,,16.539,0.0,29.9,40.8,39.5,,12.73,-71.84,-4.19,-67.65,0.0,294.46,362.11,,E,,10.65,101446.16,101410.33,
027HI,2024-01-15T16:25:00Z,92160.0,10.589,100.0,0.9,78.06,1.446,0.0,16.406,17.478,19.65,,16.522,0.0,29.9,40.8,39.5,,12.73,-71.06,-4.42,-66.64,0.0,294.23,360.87,,ENE,,10.59,101446.16,101412.4,
027HI,2024-01-15T16:30:00Z,92160.0,10.461,99.9,0.787,83.8,1.055,0.0,16.389,17.439,19.639,,16.489,0.0,29.9,40.8,39.5,,12.73,-70.02,-4.51,-65.51,0.0,294.08,359.59,,E,,10.45,101446.16,101416.74,
027HI,2024-01-15T16:35:00Z,92160.0,10.339,99.9,0.911,87.1,1.168,0.0,16.378,17.461,19.639,,16.478,0.0,29.9,40.8,39.5,,12.73,-69.34,-4.39,-64.95,0.0,293.75,358.7,,E,,10.32,101446.16,101420.89,
027HI,2024-01-15T16:40:00Z,92160.0,10.322,100.0,1.044,84.2,1.332,0.0,16.367,17.472,19.65,,16.45,0.0,29.9,40.8,39.5,,12.73,-69.54,-4.23,-65.31,0.0,293.42,358.73,,E,,10.32,101446.16,101421.47,
027HI,2024-01-15T16:45:00Z,92150.0,10.239,100.0,1.07,84.7,1.446,0.0,16.35,17.439,19.628,,16.428,0.0,29.9,40.8,39.5,,12.73,-70.49,-4.06,-66.42,0.0,292.99,359.41,,E,,10.24,101435.15,101413.28,
027HI,2024-01-15T16:50:00Z,92150.0,10.261,100.0,1.013,90.8,1.497,0.0,16.333,17.439,19.639,,16.428,0.0,29.9,40.8,39.5,,12.72,-70.54,-3.67,-66.87,0.0,292.86,359.74,,E,,10.26,101435.15,101412.53,
027HI,2024-01-15T16:55:00Z,92150.0,10.161,100.0,0.875,104.3,1.168,0.0,16.311,17.428,19.639,,16.439,0.0,29.9,40.8,39.5,,12.72,-68.54,-2.91,-65.64,0.0,293.15,358.79,,ESE,,10.16,101435.15,101415.94,
027HI,2024-01-15T17:00:00Z,92140.0,10.078,100.0,0.89,94.2,1.389,0.0,16.294,17.45,19.65,,16.428,0.0,29.9,40.8,39.5,,12.72,-66.58,-1.26,-65.32,0.0,292.96,358.28,,E,,10.08,101424.15,101407.76,
027HI,2024-01-15T17:05:00Z,92140.0,10.028,100.0,1.111,84.4,1.554,1.21,16.278,17.422,19.639,,16.422,0.0,29.9,40.8,39.5,,12.72,-65.34,0.79,-66.13,0.42,292.84,358.97,,E,,10.03,101424.15,101409.46,
027HI,2024-01-15T17:10:00Z,92140.0,10.011,100.0,0.89,99.9,1.332,3.85,16.261,17.428,19.639,,16.378,0.0,29.9,40.8,39.5,,12.72,-62.76,3.25,-66.01,0.6,292.72,358.73,,E,,10.01,101424.15,101410.04,
027HI,2024-01-15T17:15:00Z,92140.0,9.861,100.0,0.875,87.5,1.168,6.58,16.244,17.439,19.628,,16.389,0.0,29.9,40.8,39.5,,12.72,-59.55,6.11,-65.65,0.47,292.71,358.37,,E,,9.86,101424.15,101415.15,
027HI,2024-01-15T17:20:00Z,92140.0,9.761,100.0,1.07,91.4,1.554,10.48,16.233,17.422,19.628,,16.378,0.0,29.9,40.8,39.5,,12.72,-57.16,9.43,-66.6,1.04,292.32,358.91,,E,,9.76,101424.15,101418.56,
027HI,2024-01-15T17:25:00Z,92140.0,9.728,100.0,0.926,91.6,1.446,14.0,16.211,17.422,19.639,,16.339,0.0,29.9,40.8,39.5,,12.72,-54.56,12.52,-67.08,1.48,292.13,359.21,,E,,9.73,101424.15,101419.69,
027HI,2024-01-15T17:30:00Z,92140.0,9.789,100.0,0.859,88.4,1.055,18.42,16.194,17.4,19.65,,16.361,0.0,29.9,40.8,39.5,,12.72,-49.66,16.54,-66.2,1.88,292.39,358.58,,E,,9.79,101424.15,101417.61,
027HI,2024-01-15T17:35:00Z,92140.0,9.728,100.0,0.875,97.5,1.111,23.86,16.178,17.372,19.639,,16.328,0.0,29.9,40.8,39.5,,12.73,-44.46,21.41,-65.87,2.45,292.65,358.52,,E,,9.73,101424.15,101419.69,
027HI,2024-01-15T17:40:00Z,92150.0,9.728,100.0,0.977,66.8,1.332,42.25,16.156,17.372,19.65,,16.311,0.0,29.9,40.8,39.5,,12.75,-31.18,35.8,-66.98,6.45,292.43,359.42,,ENE,,9.73,101435.15,101430.69,
027HI,2024-01-15T17:45:00Z,92160.0,9.972,100.0,0.962,89.5,1.389,70.39,16.128,17.389,19.622,,16.3,0.0,29.9,40.8,39.5,,12.81,-15.82,53.31,-69.14,17.07,292.63,361.77,,E,,9.97,101446.16,101433.38,
027HI,2024-01-15T17:50:00Z,92160.0,10.15,100.0,0.736,80.4,1.111,96.58,16.061,17.322,19.65,,16.322,0.0,29.9,40.8,39.5,,12.93,-2.08,70.16,-72.24,26.42,292.53,364.77,,E,,10.15,101446.16,101427.32,
027HI,2024-01-15T17:55:00Z,92170.0,10.322,100.0,0.792,79.19,0.998,138.05,16.0,17.322,19.65,,16.278,0.0,29.9,40.8,39.5,,12.96,29.52,104.81,-75.29,33.24,292.02,367.32,,E,,10.32,101457.17,101432.47,
027HI,2024-01-15T18:00:00Z,92180.0,10.711,100.0,0.751,103.4,0.998,188.33,16.017,17.35,19.622,,16.239,0.0,29.9,40.8,39.5,,12.95,73.6,150.44,-76.84,37.89,293.65,370.48,,ESE,,10.71,101468.18,101430.27,
027HI,2024-01-15T18:05:00Z,92190.0,11.328,100.0,0.381,123.7,0.833,240.6,15.994,17.35,19.639,,16.228,0.0,29.9,40.8,39.5,,13.07,118.66,198.92,-80.26,41.68,294.32,374.58,,ESE,,11.33,101479.18,101420.4,
027HI,2024-01-15T18:10:00Z,92200.0,11.811,98.3,0.854,100.5,1.446,287.71,15.944,17.339,19.628,,16.228,0.0,29.9,40.8,39.5,,13.17,160.63,242.28,-81.64,45.44,295.57,377.21,,E,,11.55,101490.19,101415.13,
027HI,2024-01-15T18:15:00Z,92200.0,12.389,94.8,0.936,118.0,1.389,323.28,15.939,17.35,19.65,,16.189,0.0,29.9,40.8,39.5,,13.26,190.61,273.62,-83.0,49.67,296.67,379.67,,ESE,,11.57,101490.19,101395.75,
027HI,2024-01-15T18:20:00Z,92200.0,13.05,92.2,0.797,111.4,1.554,344.19,15.939,17.328,19.622,,16.178,0.0,29.9,40.8,39.5,,13.33,205.19,290.4,-85.21,53.79,297.41,382.62,,ESE,,11.8,101490.19,101373.68,
027HI,2024-01-15T18:25:00Z,92200.0,13.689,90.7,0.669,83.3,1.389,351.95,15.933,17.3,19.622,,16.189,0.0,29.9,40.8,39.5,,13.39,206.82,294.32,-87.5,57.63,298.74,386.24,,E,,12.18,101490.19,101352.44,
